Sector,NumericRating,OAD,OAS,OAS_old,OAS_change,OAS_pct_change,MktVal
AEROSPACE/DEFENSE,9.0,9.824167981641933,122.06421434017065,167.329835091986,-45.265620751815376,-0.26961000725242285,757.2813949584961
AIRLINES,8.25458571676155,5.93672872427411,268.9899660893104,290.2283130116472,-21.238346922336696,-0.07448992953911018,1076.8981577841184
BANKING,8.359794707975778,9.451274050107049,194.4660050210006,274.81948731404253,-80.35348229304195,-0.2753381147604013,3716.699697494507
CABLE_SATELLITE,10.0,8.303315162658691,183.2866973876953,205.8536071777344,-22.566909790039062,-0.10962599515914917,1241.5796661376953
CONSUMER_PRODUCTS,8.0,9.527164459228516,109.39960479736328,113.00260162353514,-3.602996826171875,-0.031884193420410156,214.33271598815918
DIVERSIFIED_MANUFACTURING,8.0,7.9626226991306055,137.6031074701799,146.04953495882697,-8.446427488647052,-0.006654135418663085,441.5094566345215
ELECTRIC,8.524355191131903,7.8786547345757985,190.34574284143198,205.9530476878399,-15.607304846407917,-0.08197743777815128,1995.689274447345
ENVIRONMENTAL,8.0,10.049617767333984,144.88600158691406,194.1086120605469,-49.22261047363281,-0.25358283519744873,525.2061538696289
FOOD_AND_BEVERAGE,9.0,10.011526107788086,206.15480041503906,218.25990295410156,-12.1051025390625,-0.055461883544921875,436.6272888183594
GOVERNMENT_GUARANTEE,8.999999999999998,8.687114715576174,181.24371337890625,188.82650756835938,-7.582794189453125,-0.04015743732452392,1371.865436557312
INDEPENDENT,9.0,9.034983166282355,234.55040673967065,314.3875178831664,-79.83711114349576,-0.2885349374794475,919.4437942504883
INTEGRATED,8.614870251180669,8.696276631617378,200.0300628042221,317.8371201793522,-117.80705737513014,-0.3594084520879444,878.2503814697266
LIFE,8.0,8.262917859282942,198.40932127406688,194.77118727699727,3.638133997069621,0.02690438892113461,312.580078125
MEDIA_ENTERTAINMENT,8.428058841632858,8.465669339111791,181.68496023540416,226.28338995860966,-44.59842972320555,-0.19660353602173766,3596.722225189209
METALS_AND_MINING,8.0,9.349207878112793,71.66950225830078,99.97660064697266,-28.307098388671875,-0.2831372618675232,575.4068298339844
MIDSTREAM,9.60065789709921,9.022711180427462,186.25952294069486,264.56216008408234,-78.30263714338747,-0.29688752323342316,933.3839408874512
OWNED_NO_GUARANTEE,10.0,8.27442834672624,226.4587439136177,331.4661682068977,-105.00742429327998,-0.31612751876858336,2404.902000427246
P&C,8.806506768835224,8.663062990947397,317.2767484213014,348.5324082417762,-31.255659820474726,-0.10298110036994813,896.4494743347168
PAPER,9.0,8.687453269958496,288.87890625,423.17510986328125,-134.29620361328125,-0.3173537254333496,349.0320053100586
PIPELINES,9.528750923748696,6.895200835098398,240.52838338993072,278.66565084067605,-38.13726745074536,-0.13577679703020817,1012.6280460357666
RAILROADS,8.0,9.803900517341898,105.17454065037938,134.72430435799868,-29.549763707619302,-0.20990014865084364,723.8981426345824
REITS,10.0,6.980188846588135,239.00100708007812,352.05398559570307,-113.052978515625,-0.3211239576339721,609.3217601776124
RETAILERS,10.0,9.085872650146484,239.09750366210938,334.0670166015625,-94.96951293945312,-0.2842828035354614,311.406005859375
SOVEREIGN,8.667280280476058,8.782653778628763,125.16178233225392,157.47466499046826,-32.31288265821434,-0.18212633690868282,22421.8380977827
TECHNOLOGY,10.0,9.130600929260254,218.2421875,254.78489685058594,-36.54270935058594,-0.14342570304870605,459.5136413574219
WIRELINES,9.391081013541484,6.662756161590567,209.74516305597848,267.7705368420035,-58.025373786025035,-0.2063670281373387,1591.9730906677246
INDEX,8.794915394356366,8.60843538476732,165.61476009611212,209.93667991578704,-44.3219198196749,-0.19215519565598044,49774.4387570332
