Sector,NumericRating,OAD,OAS,OAS_old,OAS_change,OAS_pct_change,MktVal
BANKING,4.0,21.36199951171875,155.7801055908203,216.0485076904297,-60.268402099609375,-0.278957724571228,445.2874946594238
CABLE_SATELLITE,10.0,15.467000007629395,261.8971252441406,346.04620361328125,-84.14907836914062,-0.24317294359207153,601.094970703125
CHEMICALS,8.0,18.197999954223633,145.4813995361328,253.40899658203125,-107.92759704589844,-0.425902783870697,1043.43994140625
CONSTRUCTION_MACHINERY,6.0,19.856000900268555,119.56670379638672,169.12310791015625,-49.556404113769524,-0.293019711971283,568.0749893188477
ELECTRIC,7.43963459679746,18.396262875886553,142.8055557834987,171.7145805339994,-28.909024750500674,-0.17583235839230124,2106.015977859497
HEALTHCARE,3.6204306439459724,18.829630327241762,122.07877064084515,128.98588064064646,-6.907109999801285,-0.05962623578798291,3877.1189918518066
INDEPENDENT,9.0,15.517999649047852,112.3782958984375,172.57009887695312,-60.191802978515625,-0.3487962484359741,239.47066497802734
INDUSTRIAL_OTHER,1.851821159454234,21.808703263623517,118.42236634670415,135.9615352100917,-17.539168863387562,-0.1278863704321994,3404.180222702026
LIFE,5.754381114292715,19.107130874960976,142.69209579167185,242.6045978124295,-99.91250202075767,-0.41116735286906625,1814.3194694519043
LOCAL_AUTHORITIES,4.0,12.482999801635744,164.13299560546875,256.7727966308594,-92.63980102539062,-0.3607851266860962,1038.9249614715577
MIDSTREAM,8.0,17.773000717163086,159.6186065673828,273.9806823730469,-114.36207580566406,-0.4174092411994934,428.2239990234375
OWNED_NO_GUARANTEE,7.0,17.929934815208515,217.09855158820383,301.99324052522746,-84.89468893702367,-0.28566115588927427,1176.9170303344727
P&C,9.0,11.675999641418457,202.08311462402344,339.5812072753906,-137.4980926513672,-0.40490490198135376,448.1839904785156
RAILROADS,8.0,20.0640682134216,137.804432299145,197.00440219132693,-59.199969892182,-0.28556491856805183,4009.0185991827393
REFINING,9.0,16.64900016784668,223.29080200195312,394.0047912597656,-170.7139892578125,-0.43327897787094116,389.82000732421875
SOVEREIGN,8.45499461196777,16.949553581589697,178.99061253747024,267.5284677697936,-88.53785523232341,-0.3364274301685849,11087.448241340331
TECHNOLOGY,2.734795440594413,19.509262555371023,107.61814070531847,172.74345266040305,-65.12531195508457,-0.3867960803264653,6204.41100692749
WIRELINES,8.0,16.899096413745404,200.63213498276676,219.6442580821867,-19.012123099419945,-0.0863311964053328,15539.3598367379
INDEX,6.589577419544777,17.986749028837025,163.6108871605865,216.03594133180727,-52.42505417122078,-0.23160174914572887,54421.31039575158
