Sector,NumericRating,OAD,OAS,OAS_old,OAS_change,OAS_pct_change,MktVal
AEROSPACE/DEFENSE,6.095397293789577,2.15826562039839,34.3675420286179,66.11739779567208,-31.74985576705416,-0.4721038667232542,6008.371734619141
AUTOMOTIVE,5.56899118555026,2.075482482242778,71.47643468291986,141.25809236226638,-69.78165808569835,-0.49971393150948634,14333.289646148682
BANKING,5.769715564556027,2.2007450989696267,178.22688879674737,318.9582424769993,-140.7313540551932,-0.4213461565710196,298040.0615877252
BROKERAGE_ASSETMANAGERS_EXCHANGES,5.977708882047129,2.5450299261207694,81.48614337928693,141.0647093965658,-59.57856499716924,-0.4401006945795337,4030.809314727783
BUILDING_MATERIALS,7.0,1.9472765483447767,151.5482297354952,178.3840506511277,-26.8358209156325,-0.15225896149101587,1012.555362701416
CABLE_SATELLITE,7.0,2.9506037592088386,135.73536524367827,167.5993011026164,-31.863935858938156,-0.2081106596350396,2801.7958488464355
CHEMICALS,5.97583813153878,2.2521400178567834,59.79178340080864,85.07073964480185,-25.278956333034778,-0.28695659729017103,8830.158432006836
CONSTRUCTION_MACHINERY,6.0,1.8525565760578055,45.32115509178857,65.2991956902829,-19.97804046411477,-0.2832138451040944,10829.039108276367
CONSUMER_CYCLICAL_SERVICES,6.0,2.707075429594806,19.55650014475115,81.09982487680796,-61.54332663940544,-0.7559215522695931,1020.4725646972656
CONSUMER_PRODUCTS,4.5268586534286275,2.4678242259242236,31.9629178149762,55.63083673868042,-23.667918684019913,-0.4737355730549402,7956.400679473877
DISTRIBUTORS,5.731883116826919,1.548696849067632,95.07825006137267,104.1364606390784,-9.058210577705713,-0.12356416714447364,643.527702331543
DIVERSIFIED_MANUFACTURING,5.9799837463775845,2.191563145865738,50.436936612024745,80.63554333947833,-30.198606727453583,-0.360836548170236,8394.450230447388
ELECTRIC,5.899120541746625,1.999976251771137,80.51737009732392,112.70251837760361,-32.18514823193096,-0.2939130143735564,25063.266058197023
FINANCIAL_OTHER,4.989076556091708,1.465253795577313,73.91791802048604,127.09891041279599,-53.18099239230997,-0.41778782213281385,2412.9991722106934
FOOD_AND_BEVERAGE,5.834129771902307,2.2115108220959487,50.950473165460096,87.36242241129449,-36.411949268658,-0.42446489120041464,22355.33361389076
GOVERNMENT_GUARANTEE,1.5036893780609457,2.210522518300551,64.16267316676209,108.76043840742459,-44.597765346939134,-0.47684572005527287,107714.0518535614
HEALTHCARE,6.149289351522127,2.43835783034549,54.716193167052495,103.51345142158146,-48.797258593718176,-0.4591560309688633,7451.767495297622
HEALTH_INSURANCE,7.0,2.043588043101724,56.682318883433396,116.9489775216279,-60.266659628009805,-0.526501293810064,1849.9131469726562
HYBRID_NON_PB,1.3961987115274852,1.8891975116883235,161.82938782081496,238.72765105125856,-76.89826323044362,-0.3176161935798341,5669.841690063477
INDEPENDENT,6.812420503930441,1.911423510217078,52.94171322345304,80.87553641250597,-27.93382354683241,-0.35934319265129994,3258.63232421875
INDUSTRIAL_OTHER,4.991122447550156,2.398055216565094,130.04353312811173,164.7641138992146,-34.72058077110286,-0.3027056053213593,7213.929951229095
INTEGRATED,4.400113899046385,2.3164461803016403,47.13030769982941,88.37994719096758,-41.24963968119677,-0.45859825778670904,26721.43522338867
LEISURE,6.0,1.8130367681363284,30.79154707834462,63.20607691746296,-32.41452983911834,-0.5221867969078922,1589.0925025939941
LIFE,4.45414803878332,1.8911701385282236,103.22438254924963,189.095992450869,-85.87160990161937,-0.4659061985614848,21321.768310546875
LOCAL_AUTHORITIES,2.981800669494408,2.4257124954811666,29.16652292463856,74.35018520099356,-45.18366290925946,-0.6256513678433446,25648.439483105467
MEDIA_ENTERTAINMENT,7.000000000000001,2.1354372641460966,91.01605551255481,138.93513089485245,-47.919075382297656,-0.33926156907982835,3971.591999546051
METALS_AND_MINING,6.294320376600099,1.7769673128881331,71.48002425347595,121.68497012364774,-50.20494587017179,-0.40781990488886055,11912.932359827424
NON_CAPTIVE_CONSUMER,6.0,2.355742152473292,173.36321840376198,298.2322839757021,-124.86906557194015,-0.3633991868365929,5116.175155639648
NON_CAPTIVE_DIVERSIFIED,4.933413270226966,2.2016897156432647,73.63698962738738,168.87168540089849,-95.23469477875022,-0.5537250143163877,20885.13860321045
OIL_FIELD_SERVICES,6.778868591756392,2.115859993576562,119.35386986622167,163.26971024116983,-43.91584037494818,-0.2449877331869818,702.6311419226075
OWNED_NO_GUARANTEE,3.517687249815947,2.4103523090653147,148.24871720538104,205.986468728139,-57.737751522757904,-0.2889176696629698,57216.9111656189
P&C,4.453431798144785,1.9869394850199167,79.90949631800495,135.0625596994046,-55.15306338139967,-0.44444705411326835,13609.175994791947
PHARMACEUTICALS,4.358517257227666,2.123653861885898,35.47838535833556,73.00693257721862,-37.528546975310725,-0.4906463475043974,34991.953375421144
PIPELINES,6.8626087282113035,2.264956507165946,81.53255538022395,107.49325188607297,-25.960696505848993,-0.23578490808923544,1648.0128173828125
PSLOAN_NON_PFANDBRIEFE,1.2982030317921824,2.7230193247640977,60.76128285109024,122.96882874694342,-62.20754487695855,-0.5726513539105705,17287.3823928833
RAILROADS,6.603887548727865,1.9647850846435067,125.59883904718451,162.1083796718622,-36.50954062467767,-0.2159520571334737,1036.4120735832214
REITS,6.717326525777131,2.1164430574855033,159.07130191186744,227.51325519076406,-68.44195327889662,-0.3034905736684781,7628.4856595120245
RESTAURANTS,6.0,1.1647319793701172,64.62249755859375,69.76229858398438,-5.139801025390625,-0.07367593050003052,157.64416122436523
