Sector,NumericRating,OAD,OAS,OAS_old,OAS_change,OAS_pct_change,MktVal
AEROSPACE/DEFENSE,8.632460551351764,4.312022527032,135.8174354638621,160.24603316066646,-24.428597696804378,-0.08314222530915834,2066.1954360351565
AIRLINES,8.0,4.493644301358922,236.1558551807982,325.4096255666458,-89.25377038584762,-0.2579305098855192,1091.1924996224213
AUTOMOTIVE,9.290412993569877,4.068294468660791,222.19838783762123,339.9393727941255,-117.7409849565043,-0.3201077518916074,12143.123882293701
BANKING,8.574102753016478,4.664679602744469,240.55533369296597,323.20489759423776,-82.64956390127182,-0.24941943076233827,70792.29579077027
BROKERAGE_ASSETMANAGERS_EXCHANGES,9.513889243305119,4.139446758814082,274.26785455265446,348.4971683502381,-74.22931379758361,-0.18970741663762908,5020.238963615418
BUILDING_MATERIALS,9.557898595816749,4.586826605879605,229.0904626014446,303.0168140188585,-73.92635141741388,-0.2327593569560475,3056.116973876953
CABLE_SATELLITE,9.0,3.356703142256396,127.87359572055445,164.72728455977875,-36.85368883922431,-0.18563899788244773,10201.66155166626
CHEMICALS,9.072936575416591,3.844689725782144,163.62278051214108,208.57327948166704,-44.95049896952595,-0.20900781999276344,7613.179641723633
CONSTRUCTION_MACHINERY,10.0,4.808807849884032,179.822509765625,216.19509887695312,-36.372589111328125,-0.16823965311050415,277.14359283447266
CONSUMER_CYCLICAL_SERVICES,9.28934399542808,4.052709523887649,191.25682846754998,220.08375432717122,-28.826925859621273,-0.09752020521100993,1537.0769570632174
CONSUMER_PRODUCTS,8.578521060307477,4.395377137625527,158.11581652295806,203.90925228484096,-45.79343576188291,-0.1350115775209287,3281.569049835205
DISTRIBUTORS,8.099518291800372,4.487415810674185,155.46282450320192,180.7164613253189,-25.253636822116952,-0.12165250544017336,3204.747299194336
DIVERSIFIED_MANUFACTURING,8.62565948219571,4.165011959887933,126.83692934628793,158.96444075794577,-32.12751141165782,-0.18660638237344238,2089.0174446105957
ELECTRIC,8.84061998002033,4.218872435349209,203.66760186136878,242.63488070678352,-38.967278866162644,-0.1136591787582743,28915.2057734201
ENVIRONMENTAL,9.0,1.6781011975309612,141.6899582263562,152.20471288462184,-10.514754658265604,-0.06166603439331491,1866.9206161499023
FINANCIAL_OTHER,8.926187086330772,4.072413875419604,230.93175046287624,266.5399665107217,-35.60821604784546,-0.12082976279080396,2009.2394593811034
FOOD_AND_BEVERAGE,8.669792837419735,4.544237766464593,136.30423125610403,156.18312231268635,-19.878891056582308,-0.0785926777856252,12640.914005138397
GAMING,10.0,4.634882926940918,355.01019287109375,508.13409423828125,-153.1239013671875,-0.30134546756744385,352.0176155090332
HEALTHCARE,9.056484258736536,4.3154866840675545,149.01221325641563,184.49104515396382,-35.478831897548176,-0.17463586836818254,9208.322841644287
HEALTH_INSURANCE,8.759441113471288,4.471116185794896,129.69375108668578,168.9630149937841,-39.26926390709832,-0.2300140439269272,3373.5727005004883
HOME_CONSTRUCTION,10.0,3.5791222437923302,253.3839173008193,321.5138738107694,-68.12995650995009,-0.2118494783179658,525.8550071716309
INDEPENDENT,8.936815491487856,4.692781902669254,172.17816841786438,259.76900672762133,-87.59083830975698,-0.3076608283079927,10450.223887443542
INDUSTRIAL_OTHER,9.340874666708672,3.257832462232537,248.951949724284,452.61165562539924,-203.65970590111525,-0.42820463866485364,4248.659523010254
INTEGRATED,9.591507710394652,5.4098796263361235,110.62839187860892,171.4056705597102,-60.77727868110127,-0.3434382802361871,1428.9097328186035
LEISURE,9.089955133372815,4.357077979746893,148.3399735328885,190.9865386122793,-42.646565079390754,-0.17167376519870567,6216.375308761597
LIFE,8.57774023463008,4.368008489097946,257.99059717810303,343.73328208155414,-85.74268490345105,-0.23347070921676885,11984.122319152833
LODGING,9.514701469714874,3.729732494442587,236.95431535256245,321.1801198431554,-84.22580449059302,-0.25747169396837083,4211.5831523288725
MEDIA_ENTERTAINMENT,8.617334058229751,4.0858387405821786,137.92160303071842,178.78542976858373,-40.863826737865296,-0.18358188605421205,9891.125440597534
METALS_AND_MINING,8.969582177903412,3.1127236168943475,164.84086830171483,213.85112104633808,-49.01025274462327,-0.22379014204461514,11591.208030012895
NON_CAPTIVE_CONSUMER,9.30351971443795,4.389783078146027,392.3824249696865,515.8536446629015,-123.47121969321493,-0.24279403731424543,1423.1270901779176
NON_CAPTIVE_DIVERSIFIED,9.673780359162633,4.6124809658398265,263.6281116780557,357.1140848493644,-93.4859731713087,-0.21192961498561388,2880.6872005462646
OIL_FIELD_SERVICES,9.58264302933281,3.915266612085873,150.7368496143085,222.52237622016384,-71.78552660585534,-0.28744013977853566,2202.7649116516113
OWNED_NO_GUARANTEE,8.699385589420825,3.385844885596905,187.10540634371597,276.7048889638954,-89.59948262017942,-0.29981054867549417,6915.454276230164
P&C,8.738417285761834,4.619362625002987,257.81477841530744,340.5174770443497,-82.70269862904227,-0.23303192017392477,12840.324642715454
PACKAGING,9.0,5.488658905029297,174.6087951660156,198.6549072265625,-24.046112060546875,-0.12104463577270508,279.8031806945801
PAPER,9.312332572401608,3.8754471135944653,231.00371912002979,306.461429700303,-75.4577105802731,-0.22858475570947312,6657.559937965622
PHARMACEUTICALS,8.724179763074421,4.901906785281199,153.15872232745724,196.36036338917097,-43.201641061713765,-0.15418924571729686,2354.72937408533
