,B_0,B_1,B_2,B_3,Tau_1,Tau_2,KRD_0.5,KRD_2,KRD_5,KRD_10,KRD_20,KRD_30,c_0.5,c_2,c_5,c_10,c_20,c_30,tret_0.5,tret_2,tret_5,tret_10,tret_20,tret_30,tret_cash
2004-01-15,0.056520917,1.4900082019999998,-5.12750971,0.034930343,0.04986209,3.2615204610000004,0.5,2.042700325,4.6612043430000005,7.991298608999997,12.28860562,14.67400522,-14.08246784,-1.248653868,1.408870141,2.195409943,2.468646237,2.535523976,0.635951586,0.6781716729999999,-0.007515199,-0.095406625,-0.001122157,-0.016883946,0.002645502
2004-01-16,0.041540204,0.468013595,-0.857548568,0.208729717,1.87418003,4.989527272,0.5,1.825656311,4.789043644,8.586197999,12.68223053,15.45829896,20.09147033,7.2686836160000015,1.167789378,1.7919224130000002,2.474913817,2.481659722,-0.284087004,-0.267027833,0.019977737,0.066665741,-0.001516166,0.017171249,0.00376195
2004-01-19,0.05333657,0.437700748,-17.121108300000003,16.36437045,2.5,2.547149547,0.5,1.815876054,4.740921927,8.560650909,12.81339349,15.37996629,19.75898373,7.68054796,1.4498501169999998,1.853570067,2.46067466,2.516246605,0.004834997,-0.012962935,-0.023080263,-0.009506679,0.004102762,-0.01052224,0.004174381
2004-01-20,0.056395307,-2.546774068,2.428529212,0.009253971,0.548685378,2.623099733,0.5,2.063553863,4.467304546,7.740808169,12.00448658,14.3666732,-39.24747344,-1.393251766,1.921057626,2.324359051,2.510528622,2.5670084,0.970832187,0.493685648,-0.050117031,-0.082029879,-0.012947043,-0.015765137,0.001343964
2004-01-21,0.044838569,1.086246566,-1.60865806,0.229489911,1.689125495,4.734040266,0.5,1.677412298,4.780493156,8.881089022000001,13.06308617,15.7988001,49.21495099,17.39857671,1.528658513,1.605737806,2.471934937,2.502198881,-0.592269939,-0.448040937,0.027438206,0.112482898,0.010087292,0.020427779,-0.006766001999999999
2004-01-22,0.044454828,-1.275113161,1.140089553,0.093255914,1.059151935,4.6906953,0.5,2.315422066,4.632381335,7.492214746,11.4294923,14.06182804,-31.942118100000005,-6.869460331,1.176608627,2.303928364,2.505038311,2.488056442,1.190023322,1.468360076,0.04351304,-0.132447342,-0.008859487,0.004736818,0.003097851
2004-01-23,0.055952917000000005,-0.218378068,2.5131085090000003,-2.305560999,2.5,2.5,0.5,2.069713863,4.743794512,7.93030435,12.10711717,14.47766103,-6.001787883,-2.14877176,1.067105555,2.233748948,2.510170488,2.564033098,-0.276142787,-0.205622307,0.011443012,0.012432633,-0.001208671,-0.023804251,-0.003357396
2004-01-26,0.046721997,-7.985119473999997,-9.632147978999999,0.087878396,0.012504249,5.305118793,0.5,2.081767011,4.714753344,7.85710643,11.85597159,14.41431562,-17.71527597,-2.286591517,1.134628338,2.260489436,2.569475893,2.571653775,0.14286217,0.006984341,-0.006442658,-0.004127575,-0.015096974,-0.001870967,-0.001328373
2004-01-27,0.048877079,-7.917359497,5.8695138889999985,0.109827226,0.133086169,4.082464807,0.5,2.114098999,4.709004225,7.750126965,11.75678371,14.30920768,-26.44787131,-2.944094124,1.099383598,2.300917154,2.562049769,2.563288594,0.119931312,0.032665897,0.004082118,-0.007004191999999999,0.002184066,0.0028462170000000003,-0.02177898
2004-01-28,0.051168975,0.788539317,-1.262145597,0.202130042,1.607348078,4.152068674,0.5,1.769692707,4.810651327,8.586238431,12.69101525,15.2282047,33.64995476,10.81737866,1.146780891,1.880454034,2.546750129,2.586718373,-0.449117079,-0.383857516,-0.003760162,0.067609003,0.004054838,-0.007126235,-0.020949811
2004-01-29,0.042405433,1.694577961,-4.266389415,0.115774889,0.098158664,5.360488594,0.5,2.109816905,4.753664918999999,7.817449099,11.72080665,14.37101697,-19.2708201,-2.990897476,0.951940851,2.246886246,2.57298134,2.552197602,0.655207816,0.661322661,0.021224211,-0.065639223,-0.00678465,0.011028757,0.0022986070000000003
2004-01-30,0.047263471,0.307333065,-0.75826215,0.231790378,1.59198877,3.919097974,0.5,1.930624226,4.904090631,8.262042252,12.21590754,14.84490891,12.06130677,2.62178417,0.4684892920000001,2.015128422,2.536326614,2.539775886,-0.279352736,-0.199240805,0.045176851,0.040171239,0.009785669,0.004036378,0.0045449240000000005
2004-02-02,0.052241299000000005,1.698081365,-2.796148504,0.403106594,0.893059115,2.641026865,0.5,1.992609531,5.132177662,8.047118514,12.0159936,14.48537987,52.38348051,0.352504626,-0.6519236829999999,2.176392711,2.543955354,2.564308975,-0.263409308,0.06952002,0.113213833,-0.02828616,-0.001716863,-0.007430483000000002,0.002898136
2004-02-03,0.046122302,-0.4472065770000001,-0.060715611,0.090209089,0.464669738,5.5,0.5,2.090041746,4.755200627,7.918380573999999,11.90381875,14.45583522,-11.32621579,-2.628569378,0.985364224,2.194939711,2.539617489,2.54717514,0.71790027,0.135988503,-0.17161649,-0.003116358,0.001307268,0.005560019,0.00478855
2004-02-04,0.042576103,0.827452319,-1.275511882,0.219529315,1.876452556,5.112941046,0.5,1.701680267,4.682871353,8.809466245,13.02096133,15.77783249,37.4689818,14.74162089,2.099781125,1.698625791,2.503462716,2.5258188,-0.35418235299999995,-0.448699179,-0.079590005,0.076768787,0.009375939,0.006749465,-0.001095083
2004-02-05,0.059447516,-4.217892571,3.867496574,-0.034005642999999995,0.137466774,2.622746615,0.5,1.958610634,4.574991202,8.067508887999999,12.48062622,14.81253203,-6.714954282999999,1.339803971,1.952687176,2.282881242,2.531225993,2.612447592,0.474916491,0.534338777,0.013711363,-0.095278048,-0.00696563,-0.026597622,0.002382431
