TradeDate,1D,5D,2W,3W,1M,2M,3M,6M,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,11Y,12Y,13Y,14Y,15Y,16Y,17Y,18Y,19Y,20Y,21Y,22Y,23Y,24Y,25Y,26Y,27Y,28Y,29Y,30Y,31Y,32Y,33Y,34Y,35Y,36Y,37Y,38Y,39Y,40Y
7-Mar-19,0.02433255,0.02475444,0.02461361,0.0247352,0.02489732,0.02550841,0.02595715,0.02622188,0.02639356,0.02572184,0.02516832,0.02495428,0.02498894,0.02521955,0.02550566,0.02583708,0.02618777,0.02654901,0.02686995,0.02719034,0.02739588,0.02760017,0.02780447,0.02790024,0.02799418,0.02808812,0.02818206,0.028276,0.02829482,0.02831282,0.02833083,0.02834883,0.02836683,0.02836337,0.02835968,0.02835598,0.02835229,0.0283486,0.02830425,0.02825947,0.02821469,0.02816991,0.02812512,0.02808034,0.02803556,0.02799077,0.02794599,0.02790121
8-Mar-19,0.02478705,0.0247714,0.024579,0.0246949,0.02484942,0.02547251,0.02592934,0.0261821,0.02633732,0.02561528,0.02503237,0.02479573,0.02483031,0.02505586,0.02533109,0.02566254,0.0260144,0.02636443,0.02668458,0.02700441,0.02721012,0.02741458,0.02761903,0.02771184,0.02780308,0.02789431,0.02798554,0.02807678,0.02809487,0.02811173,0.02812859,0.02814545,0.02816231,0.02815778,0.02815289,0.02814801,0.02814312,0.02813824,0.02809497,0.02805126,0.02800756,0.02796386,0.02792016,0.02787646,0.02783276,0.02778905,0.02774535,0.02770165
11-Mar-19,0.02514354,0.02479961,0.02460732,0.02474076,0.02491868,0.02561748,0.02609343,0.02630997,0.02647545,0.02580967,0.02521762,0.02496754,0.02498856,0.02519906,0.02547502,0.02580496,0.02617189,0.02652086,0.02683822,0.02715545,0.02736488,0.02757373,0.02778257,0.02787814,0.02797307,0.028068,0.02816293,0.02825786,0.02827643,0.02829438,0.02831232,0.02833026,0.02834821,0.02834466,0.02834093,0.0283372,0.02833347,0.02832974,0.02828603,0.02824188,0.02819774,0.02815359,0.02810944,0.0280653,0.02802115,0.027977,0.02793286,0.02788871
12-Mar-19,0.02443394,0.02461026,0.0246487,0.02479674,0.02499412,0.02566166,0.02608781,0.0262255,0.02630794,0.02551406,0.02486123,0.02457879,0.02456712,0.02477149,0.02505009,0.02538243,0.02573641,0.02609607,0.02641563,0.02673498,0.02694401,0.02715242,0.02736083,0.02745994,0.02755847,0.027657,0.02775553,0.02785406,0.02787498,0.02789544,0.0279159,0.02793636,0.02795682,0.02795311,0.02794926,0.02794541,0.02794156,0.02793771,0.02789569,0.02785334,0.027811,0.02776866,0.02772632,0.02768398,0.02764164,0.0275993,0.02755695,0.02751461
13-Mar-19,0.02483943,0.02475444,0.02471622,0.02487623,0.02508959,0.02576936,0.02618033,0.02630106,0.02637085,0.02561818,0.02500535,0.02475971,0.02477453,0.02497748,0.02524305,0.02556477,0.02591831,0.02626124,0.02658036,0.02689935,0.0271097,0.02731884,0.02752798,0.02762731,0.02772601,0.02782471,0.02792341,0.02802212,0.02804172,0.02806087,0.02808003,0.02809918,0.02811834,0.02811616,0.02811387,0.02811157,0.02810928,0.02810698,0.02806525,0.02802328,0.02798132,0.02793936,0.0278974,0.02785544,0.02781348,0.02777152,0.02772956,0.0276876
14-Mar-19,0.02524495,0.02494626,0.02483483,0.0249958,0.02521044,0.02584455,0.02624883,0.02632836,0.02635844,0.02556366,0.02495788,0.0247303,0.02477353,0.0249926,0.02528268,0.02562441,0.02597962,0.02635141,0.02667738,0.02700274,0.02722155,0.02743917,0.0276568,0.02776196,0.02786523,0.0279685,0.02807177,0.02817504,0.02819596,0.02821595,0.02823594,0.02825593,0.02827592,0.02827773,0.02827935,0.02828096,0.02828257,0.02828419,0.02824056,0.02819642,0.02815229,0.02810815,0.02806402,0.02801988,0.02797574,0.02793161,0.02788747,0.02784333
15-Mar-19,0.02483777,0.02485203,0.02493696,0.02511817,0.02535978,0.02599963,0.02637099,0.02637624,0.0263441,0.02540273,0.02471738,0.02444675,0.02445386,0.02465725,0.02494255,0.02527325,0.02562996,0.02598489,0.02631291,0.02664064,0.02685761,0.02707334,0.02728907,0.02739258,0.02749452,0.02759645,0.02769839,0.02780032,0.02782455,0.02784746,0.02787037,0.02789329,0.0279162,0.02791534,0.02791407,0.02791281,0.02791154,0.02791027,0.02786835,0.02782597,0.02778359,0.02774121,0.02769883,0.02765645,0.02761407,0.02757169,0.02752931,0.02748693
18-Mar-19,0.02534635,0.02508624,0.02516766,0.02534325,0.02557737,0.02617738,0.02649312,0.02645828,0.02641124,0.02548643,0.02481714,0.02454895,0.02457358,0.02478831,0.02506867,0.02539785,0.02575279,0.02611215,0.0264317,0.02675104,0.02696392,0.02717621,0.02738849,0.02748994,0.02759078,0.02769162,0.02779246,0.0278933,0.02791559,0.02793723,0.02795888,0.02798052,0.02800217,0.02800123,0.0280001,0.02799898,0.02799785,0.02799672,0.02795517,0.02791317,0.02787117,0.02782917,0.02778716,0.02774516,0.02770316,0.02766116,0.02761916,0.02757716
19-Mar-19,0.02407906,0.0244739,0.02459881,0.02479038,0.0250458,0.02578434,0.02631153,0.02633715,0.02636739,0.02553378,0.02488399,0.02461609,0.02462985,0.02482855,0.0251016,0.02542301,0.02577692,0.02612518,0.02643347,0.02674156,0.02694677,0.02715144,0.0273561,0.0274542,0.0275517,0.0276492,0.02774669,0.02784419,0.02786259,0.02788056,0.02789853,0.0279165,0.02793447,0.027931,0.0279274,0.0279238,0.02792021,0.02791661,0.02787483,0.02783272,0.02779061,0.0277485,0.02770639,0.02766428,0.02762217,0.02758006,0.02753795,0.02749584
20-Mar-19,0.02433255,0.02456861,0.0246572,0.0248544,0.02511734,0.02566787,0.02620142,0.02620811,0.02606808,0.02486527,0.02405693,0.0237698,0.02377381,0.02397143,0.02424698,0.02458984,0.02494202,0.0253007,0.02563559,0.02597034,0.02620121,0.02643092,0.02666063,0.02677136,0.02688143,0.0269915,0.02710157,0.02721164,0.02724122,0.02727033,0.02729945,0.02732857,0.02735769,0.02736177,0.02736572,0.02736967,0.02737362,0.02737757,0.02733792,0.02729803,0.02725814,0.02721825,0.02717836,0.02713847,0.02709858,0.02705869,0.0270188,0.02697891
21-Mar-19,0.02433255,0.02468317,0.02459085,0.02476772,0.02500354,0.02561487,0.02612252,0.02615794,0.02605274,0.02486165,0.02407156,0.02376758,0.02376895,0.02395164,0.02421549,0.02454075,0.02488468,0.02523925,0.02556461,0.02588955,0.02611185,0.02633299,0.02655413,0.02666658,0.0267772,0.02688782,0.02699843,0.02710905,0.02713534,0.02716068,0.02718602,0.02721137,0.02723671,0.02724137,0.02724581,0.02725025,0.02725468,0.02725912,0.02722011,0.02718062,0.02714112,0.02710163,0.02706213,0.02702264,0.02698314,0.02694365,0.02690415,0.02686466
22-Mar-19,0.02483777,0.02483346,0.0246721,0.02486858,0.02513056,0.0256955,0.02619747,0.02605456,0.02553946,0.02386333,0.02296847,0.02267153,0.02270406,0.02289187,0.02314459,0.02346474,0.02381836,0.02417184,0.02450112,0.02483014,0.02505744,0.02528363,0.02550982,0.02562615,0.02574092,0.0258557,0.02597048,0.02608526,0.02611975,0.02615289,0.02618603,0.02621917,0.02625231,0.02625969,0.02626663,0.02627357,0.02628052,0.02628746,0.02625066,0.02621339,0.02617612,0.02613884,0.02610157,0.0260643,0.02602702,0.02598975,0.02595248,0.0259152
25-Mar-19,0.0242818,0.02452405,0.02461386,0.02480267,0.02505441,0.02580257,0.02624435,0.02586266,0.02501118,0.02304626,0.02207045,0.02178835,0.02184914,0.02207431,0.02238017,0.02273852,0.023119,0.02349759,0.0238621,0.02422652,0.02447551,0.02472386,0.02497222,0.02510466,0.02523648,0.0253683,0.02550012,0.02563193,0.02567236,0.02571201,0.02575166,0.0257913,0.02583095,0.02584544,0.02585972,0.025874,0.02588828,0.02590256,0.0258652,0.02582729,0.02578938,0.02575146,0.02571355,0.02567564,0.02563773,0.02559982,0.02556191,0.02552399
26-Mar-19,0.02483943,0.02471179,0.02465813,0.02486598,0.0251431,0.0258004,0.02613694,0.02583661,0.02520922,0.02337895,0.02243612,0.02217074,0.02224708,0.02245672,0.02273425,0.02306947,0.0234328,0.02380111,0.02413801,0.02447475,0.0247071,0.02493884,0.02517058,0.02529537,0.02541953,0.0255437,0.02566787,0.02579204,0.02582503,0.02585754,0.02589004,0.02592255,0.02595506,0.02596746,0.02597974,0.02599203,0.02600432,0.02601661,0.02597988,0.02594276,0.02590563,0.0258685,0.02583137,0.02579425,0.02575712,0.02571999,0.02568286,0.02564573
27-Mar-19,0.02483943,0.02471798,0.02467632,0.02488868,0.02517184,0.02577949,0.02618431,0.02575467,0.02493638,0.02295537,0.02203036,0.02176509,0.02182072,0.02203827,0.02232371,0.02265317,0.02300933,0.02336632,0.02369643,0.02402632,0.02425734,0.02448729,0.02471724,0.0248375,0.02495655,0.02507561,0.02519466,0.02531372,0.02534874,0.0253828,0.02541687,0.02545094,0.025485,0.0254949,0.02550453,0.02551416,0.02552379,0.02553342,0.02549988,0.02546586,0.02543185,0.02539783,0.02536382,0.02532981,0.02529579,0.02526178,0.02522777,0.02519375
28-Mar-19,0.02483943,0.02479528,0.02464215,0.02486583,0.02516407,0.02567113,0.02602797,0.02573584,0.02512504,0.02337055,0.02254852,0.02231108,0.02237375,0.02258268,0.02284553,0.02316402,0.02350638,0.02384738,0.02416038,0.02447301,0.02468448,0.02489484,0.0251052,0.02521725,0.02532768,0.0254381,0.02554853,0.02565896,0.0256881,0.02571637,0.02574463,0.0257729,0.02580116,0.0258062,0.025811,0.02581579,0.02582059,0.02582538,0.02579031,0.0257548,0.02571928,0.02568376,0.02564825,0.02561273,0.02557721,0.0255417,0.02550618,0.02547066
29-Mar-19,0.02483777,0.02483497,0.02474394,0.02491017,0.02513181,0.02576609,0.02611566,0.02582827,0.02525125,0.02367423,0.02288891,0.02264383,0.02268658,0.0228689,0.0231055,0.02339226,0.02369852,0.02400125,0.02429762,0.02459388,0.02479857,0.02500225,0.02520594,0.02530966,0.02541197,0.02551427,0.02561658,0.02571889,0.02574525,0.02577033,0.02579542,0.0258205,0.02584559,0.02584717,0.02584836,0.02584955,0.02585074,0.02585193,0.02581777,0.02578323,0.02574869,0.02571415,0.02567961,0.02564507,0.02561053,0.02557598,0.02554144,0.0255069
1-Apr-19,0.02554912,0.02497901,0.02481062,0.02498255,0.02521178,0.02585023,0.02613276,0.0259403,0.02560143,0.02435518,0.02367751,0.02348151,0.02354691,0.02376632,0.02402108,0.02431542,0.02463068,0.02493935,0.02521594,0.02549237,0.02568383,0.02587483,0.02606583,0.02615936,0.02625236,0.02634535,0.02643834,0.02653133,0.02655085,0.02656976,0.02658867,0.02660758,0.02662649,0.02662255,0.02661842,0.0266143,0.02661017,0.02660604,0.02656886,0.02653133,0.02649379,0.02645625,0.02641872,0.02638118,0.02634364,0.02630611,0.02626857,0.02623103
2-Apr-19,0.02564906,0.02502579,0.02478092,0.02489989,0.02505851,0.02581675,0.02618248,0.02594171,0.02547422,0.02406503,0.02331283,0.02309775,0.02317368,0.02338806,0.02364374,0.02394336,0.02425204,0.02456601,0.02485639,0.02514663,0.02534361,0.02554007,0.02573654,0.0258409,0.02594475,0.02604859,0.02615244,0.02625629,0.02627774,0.02629874,0.02631974,0.02634074,0.02636174,0.02636443,0.02636702,0.02636961,0.0263722,0.02637478,0.02633964,0.02630417,0.0262687,0.02623323,0.02619776,0.02616229,0.02612682,0.02609135,0.02605588,0.02602041
3-Apr-19,0.02584772,0.02506977,0.0247547,0.0248844,0.02505733,0.02583289,0.02616409,0.02596133,0.02562021,0.02431683,0.02359724,0.02340712,0.02350356,0.02374202,0.02402663,0.02433153,0.02465538,0.0249803,0.02527821,0.02557597,0.02578157,0.02598614,0.02619071,0.0262948,0.02639831,0.02650182,0.02660533,0.02670884,0.02673259,0.02675589,0.0267792,0.02680251,0.02682581,0.02682672,0.0268275,0.02682828,0.02682906,0.02682984,0.02679374,0.02675745,0.02672116,0.02668487,0.02664858,0.02661229,0.026576,0.02653971,0.02650342,0.02646713
4-Apr-19,0.02544774,0.02493583,0.0246838,0.02481099,0.02498057,0.02565059,0.02600842,0.02585726,0.02556519,0.02427515,0.02355078,0.02335344,0.02344301,0.0236828,0.02395632,0.02426446,0.0245913,0.02491735,0.0252139,0.02551006,0.02570876,0.02590638,0.02610399,0.02621053,0.02631555,0.02642058,0.0265256,0.02663063,0.02665512,0.0266787,0.02670229,0.02672587,0.02674945,0.02675197,0.02675425,0.02675652,0.0267588,0.02676108,0.02672681,0.02669215,0.02665748,0.02662282,0.02658816,0.02655349,0.02651883,0.02648416,0.0264495,0.02641484
5-Apr-19,0.02504045,0.02496448,0.02478116,0.02486867,0.02498534,0.02558634,0.02598629,0.02583483,0.0255864,0.02425895,0.02350881,0.02325997,0.0232879,0.02350719,0.02378166,0.02409032,0.02441864,0.02473399,0.02503575,0.02533738,0.02554606,0.02575371,0.02596135,0.02607121,0.02617971,0.02628821,0.02639671,0.02650521,0.02653247,0.02655839,0.02658431,0.02661023,0.02663615,0.02663861,0.02664067,0.02664274,0.02664481,0.02664687,0.02661277,0.02657826,0.02654375,0.02650923,0.02647472,0.0264402,0.02640569,0.02637118,0.02633666,0.02630215
8-Apr-19,0.02483943,0.02473493,0.02467652,0.02484758,0.02507567,0.02570255,0.02598773,0.02584395,0.02565393,0.02439858,0.02368887,0.02345796,0.02349794,0.02373888,0.02402413,0.0243419,0.02467361,0.02500979,0.02531158,0.02561318,0.02581764,0.02602158,0.02622551,0.02633451,0.02644297,0.02655144,0.0266599,0.02676836,0.02679357,0.02681806,0.02684256,0.02686705,0.02689155,0.02689515,0.02689857,0.026902,0.02690542,0.02690885,0.02687258,0.02683586,0.02679914,0.02676242,0.0267257,0.02668898,0.02665227,0.02661555,0.02657883,0.02654211
9-Apr-19,0.02504221,0.02479746,0.02468098,0.02484444,0.0250624,0.0257499,0.02598833,0.02579181,0.02554401,0.02419606,0.02343634,0.02319574,0.02324084,0.02348684,0.02378586,0.0241116,0.02445296,0.02479978,0.02510788,0.02541578,0.02563097,0.02584563,0.0260603,0.02617245,0.02628406,0.02639567,0.02650729,0.0266189,0.02664747,0.02667557,0.02670367,0.02673177,0.02675987,0.02676447,0.02676892,0.02677338,0.02677784,0.02678229,0.02674717,0.0267117,0.02667624,0.02664077,0.0266053,0.02656984,0.02653437,0.02649891,0.02646344,0.02642797
10-Apr-19,0.02483943,0.02471953,0.02467109,0.02483698,0.02505818,0.02570629,0.02607926,0.02580353,0.02547113,0.02396896,0.02311671,0.02282292,0.0228492,0.02307921,0.02336619,0.02369789,0.02404956,0.02438554,0.02470246,0.02501929,0.02524815,0.02547602,0.0257039,0.02582206,0.0259396,0.02605714,0.02617468,0.02629223,0.02632578,0.02635886,0.02639193,0.02642501,0.02645808,0.02646513,0.02647202,0.02647892,0.02648581,0.02649271,0.02645687,0.02642078,0.02638469,0.0263486,0.02631251,0.02627642,0.02624033,0.02620424,0.02616815,0.02613206
11-Apr-19,0.02483943,0.02479782,0.02462345,0.02476257,0.02494805,0.02550269,0.02588409,0.02575018,0.0255941,0.02424441,0.02344764,0.0231844,0.02322992,0.02345068,0.0237365,0.02405669,0.02439969,0.02473853,0.02505516,0.02537149,0.02559358,0.02581464,0.0260357,0.02615552,0.02627365,0.02639179,0.02650992,0.02662806,0.0266608,0.02669258,0.02672436,0.02675614,0.02678792,0.0267953,0.0268024,0.02680951,0.02681662,0.02682372,0.0267879,0.02675159,0.02671528,0.02667897,0.02664266,0.02660635,0.02657004,0.02653373,0.02649742,0.02646111
12-Apr-19,0.0253446,0.02547069,0.02489473,0.02498399,0.02510301,0.0256225,0.02597166,0.0258836,0.02583423,0.02475842,0.02409546,0.02386323,0.02391854,0.02414929,0.02442963,0.02474442,0.02507252,0.02541162,0.02571405,0.0260161,0.02622544,0.02643375,0.02664205,0.02675449,0.02686557,0.02697666,0.02708774,0.02719883,0.02722327,0.02724623,0.0272692,0.02729217,0.02731513,0.02731745,0.02731941,0.02732138,0.02732335,0.02732532,0.02728948,0.02725324,0.027217,0.02718076,0.02714451,0.02710827,0.02707203,0.02703579,0.02699955,0.02696331
15-Apr-19,0.02633818,0.02522868,0.02478456,0.02490451,0.02506445,0.02560564,0.02592666,0.02589202,0.025858,0.02473263,0.02407369,0.02384367,0.02390055,0.02412145,0.02439665,0.02471505,0.02504672,0.025379,0.02568988,0.02600064,0.02621543,0.02642971,0.02664399,0.02675663,0.02686872,0.02698081,0.0270929,0.027205,0.02723387,0.02726203,0.02729019,0.02731835,0.02734652,0.02735257,0.02735844,0.02736432,0.02737019,0.02737606,0.02733992,0.0273033,0.02726668,0.02723005,0.02719343,0.02715681,0.02712018,0.02708356,0.02704694,0.02701031
16-Apr-19,0.02534635,0.02488484,0.02470248,0.02484648,0.02503847,0.02562004,0.02597325,0.02592219,0.02590565,0.02489314,0.02430996,0.0241285,0.02422764,0.02445564,0.02474326,0.02505942,0.02539678,0.02572827,0.02603081,0.0263332,0.02654246,0.0267512,0.02695994,0.02706922,0.02717796,0.02728669,0.02739543,0.02750417,0.02753029,0.02755597,0.02758165,0.02760733,0.02763301,0.02763778,0.02764243,0.02764708,0.02765172,0.02765637,0.02761938,0.02758203,0.02754468,0.02750733,0.02746998,0.02743263,0.02739528,0.02735793,0.02732058,0.02728323
17-Apr-19,0.02624017,0.02518835,0.02481179,0.02496032,0.02515836,0.02569128,0.02591031,0.02594286,0.02586152,0.02481673,0.02425917,0.02410749,0.02422346,0.02447317,0.02477864,0.02510869,0.02544831,0.02579669,0.02610167,0.02640643,0.02661775,0.02682804,0.02703833,0.0271476,0.0272563,0.027365,0.0274737,0.0275824,0.0276112,0.02763959,0.02766797,0.02769636,0.02772474,0.02772789,0.0277309,0.02773392,0.02773693,0.02773995,0.02770566,0.02767117,0.02763669,0.0276022,0.02756772,0.02753324,0.02749875,0.02746427,0.02742978,0.0273953
18-Apr-19,0.02585046,0.02507,0.02474882,0.02488182,0.02505917,0.02555049,0.02580482,0.02589951,0.02581034,0.02460321,0.02395612,0.02376971,0.02386396,0.02411433,0.02439866,0.02473717,0.02507953,0.02541604,0.02572095,0.02602546,0.02623666,0.02644682,0.02665699,0.02676951,0.0268804,0.02699129,0.02710218,0.02721307,0.02723962,0.02726521,0.02729081,0.0273164,0.02734199,0.02734683,0.02735144,0.02735606,0.02736067,0.02736528,0.0273317,0.02729771,0.02726372,0.02722973,0.02719573,0.02716174,0.02712775,0.02709376,0.02705977,0.02702577
22-Apr-19,0.02524495,0.02486144,0.02469699,0.02486375,0.02508609,0.02562767,0.02582817,0.02580443,0.02564968,0.0245673,0.02400207,0.02387076,0.02401778,0.02429872,0.02461432,0.0249521,0.0253162,0.02566271,0.02597522,0.02628758,0.02650349,0.02671886,0.02693424,0.027045,0.02715521,0.02726542,0.02737562,0.02748583,0.02751427,0.02754201,0.02756976,0.0275975,0.02762524,0.02763246,0.0276395,0.02764654,0.02765358,0.02766062,0.02762422,0.02758735,0.02755049,0.02751363,0.02747677,0.0274399,0.02740304,0.02736618,0.02732931,0.02729245
23-Apr-19,0.02534635,0.02491632,0.02472666,0.02484651,0.0250063,0.02551339,0.02572147,0.02570812,0.02551881,0.0243062,0.02372984,0.02358102,0.02372192,0.02399538,0.02433211,0.02468551,0.02506023,0.0254186,0.02573702,0.02605526,0.02627909,0.02650242,0.02672575,0.02684146,0.0269566,0.02707173,0.02718687,0.027302,0.02733541,0.02736834,0.02740126,0.02743419,0.02746712,0.02747674,0.02748623,0.02749571,0.0275052,0.02751469,0.02747852,0.02744197,0.02740541,0.02736885,0.0273323,0.02729574,0.02725918,0.02722263,0.02718607,0.02714951
24-Apr-19,0.02483943,0.02476965,0.02473821,0.0248773,0.02506274,0.02559986,0.02575231,0.02556867,0.02523411,0.02389383,0.02325028,0.02311248,0.0232641,0.02354101,0.02387551,0.02423402,0.0246073,0.02497087,0.02529353,0.02561599,0.02584055,0.026064,0.02628744,0.0264054,0.02652281,0.02664021,0.02675762,0.02687503,0.02690829,0.02694108,0.02697387,0.02700665,0.02703944,0.02704763,0.02705569,0.02706375,0.02707181,0.02707986,0.02704803,0.02701598,0.02698394,0.02695189,0.02691984,0.0268878,0.02685575,0.0268237,0.02679166,0.02675961
25-Apr-19,0.02448459,0.02475978,0.02466027,0.02480324,0.02499387,0.02558225,0.02576306,0.02565038,0.02541828,0.02409539,0.02344466,0.02332835,0.0234872,0.02377002,0.02408651,0.02443776,0.02480084,0.02516199,0.0254781,0.02579364,0.02601604,0.02623742,0.0264588,0.02657467,0.02668967,0.02680467,0.02691967,0.02703467,0.0270672,0.02709883,0.02713046,0.02716209,0.02719372,0.02720076,0.02720754,0.02721431,0.02722108,0.02722786,0.02719543,0.02716256,0.02712969,0.02709682,0.02706395,0.02703108,0.02699821,0.02696534,0.02693247,0.0268996
26-Apr-19,0.02483777,0.02483099,0.02476834,0.02488411,0.02503846,0.02557124,0.02573129,0.02556594,0.025157,0.02370112,0.02301501,0.02289528,0.02306429,0.02335769,0.02369537,0.0240626,0.02444267,0.02481433,0.0251433,0.02547186,0.02570752,0.02594217,0.02617681,0.02629917,0.02642088,0.0265426,0.02666431,0.02678602,0.02682176,0.02685681,0.02689185,0.02692689,0.02696193,0.02697411,0.0269861,0.02699809,0.02701007,0.02702206,0.02698902,0.02695548,0.02692194,0.0268884,0.02685486,0.02682133,0.02678779,0.02675425,0.02672071,0.02668717
29-Apr-19,0.02514354,0.02496414,0.02480926,0.02493134,0.02509411,0.02548855,0.02564048,0.02554581,0.02517681,0.02377844,0.02315403,0.02307183,0.02326542,0.02357047,0.02391974,0.02430037,0.02468117,0.0250566,0.02538848,0.02572015,0.02595092,0.02618111,0.02641131,0.02653516,0.02665842,0.02678168,0.02690494,0.02702819,0.0270652,0.02710151,0.02713781,0.02717411,0.02721041,0.02721956,0.02722849,0.02723742,0.02724635,0.02725528,0.02722229,0.02718884,0.02715539,0.02712194,0.02708849,0.02705504,0.02702159,0.02698814,0.02695469,0.02692124
30-Apr-19,0.02402839,0.02450118,0.02466204,0.02481043,0.02500828,0.02542388,0.02558424,0.02546126,0.02505245,0.02359384,0.02296294,0.0228618,0.023045,0.02335551,0.02370697,0.02408137,0.02447285,0.02484706,0.02517884,0.02551043,0.02574314,0.02597533,0.02620752,0.02632996,0.02645177,0.02657358,0.02669539,0.02681721,0.0268527,0.02688772,0.02692275,0.02695777,0.0269928,0.02700201,0.02701107,0.02702014,0.02702921,0.02703827,0.02700708,0.02697556,0.02694404,0.02691252,0.026881,0.02684947,0.02681795,0.02678643,0.02675491,0.02672339
1-May-19,0.02483943,0.02477706,0.02475637,0.02489584,0.02508179,0.02542763,0.02558996,0.02559427,0.02537087,0.02406773,0.02342406,0.0232468,0.02334747,0.02359306,0.02388576,0.02421823,0.02456043,0.02490823,0.02522004,0.02553166,0.02574546,0.02595818,0.0261709,0.02628835,0.0264053,0.02652225,0.0266392,0.02675615,0.02678724,0.02681783,0.02684841,0.026879,0.02690959,0.02691547,0.02692122,0.02692696,0.0269327,0.02693845,0.02690598,0.02687328,0.02684059,0.0268079,0.0267752,0.02674251,0.02670981,0.02667712,0.02664443,0.02661173
2-May-19,0.0243832,0.02471904,0.02452613,0.02467204,0.02486659,0.02520214,0.02542068,0.02556004,0.0254754,0.02434558,0.02375266,0.02360149,0.02373589,0.02398314,0.02426896,0.02458375,0.02491807,0.02524426,0.02554162,0.02583863,0.02604209,0.02624454,0.02644699,0.02655618,0.02666383,0.02677148,0.02687912,0.02698677,0.0270124,0.02703715,0.02706189,0.02708663,0.02711137,0.02711373,0.02711586,0.02711798,0.0271201,0.02712222,0.02709284,0.02706311,0.02703339,0.02700366,0.02697393,0.02694421,0.02691448,0.02688475,0.02685503,0.0268253
3-May-19,0.02417882,0.02436367,0.02447055,0.02461756,0.02481357,0.02519015,0.02540441,0.02551595,0.02540066,0.02424079,0.02361187,0.02342962,0.02353752,0.02377937,0.02406506,0.02438326,0.02470415,0.02504087,0.02533201,0.02562267,0.02582439,0.02602514,0.02622589,0.02633349,0.02643981,0.02654614,0.02665246,0.02675878,0.0267862,0.02681231,0.02683842,0.02686453,0.02689064,0.02689322,0.0268954,0.02689759,0.02689977,0.02690195,0.02687074,0.02683917,0.02680759,0.02677602,0.02674445,0.02671288,0.0266813,0.02664973,0.02661816,0.02658659
6-May-19,0.02433255,0.02455235,0.02457089,0.0247011,0.02487472,0.02525669,0.02544509,0.02545108,0.02516627,0.02383427,0.02310198,0.02286376,0.02293874,0.02316825,0.02345251,0.0237802,0.02411093,0.02445745,0.02476405,0.02507044,0.02528605,0.02550118,0.02571632,0.0258283,0.02593973,0.02605117,0.0261626,0.02627404,0.02630678,0.02633887,0.02637095,0.02640303,0.02643512,0.02643959,0.02644384,0.02644808,0.02645233,0.02645657,0.02642818,0.02639943,0.02637068,0.02634193,0.02631318,0.02628443,0.02625568,0.02622693,0.02619818,0.02616943
7-May-19,0.02433255,0.02453015,0.02452597,0.02466541,0.02485132,0.02528376,0.0254559,0.02539386,0.02507099,0.02364224,0.02293223,0.02271951,0.02279942,0.02303751,0.02332759,0.02365993,0.02399629,0.02433815,0.02463978,0.0249412,0.02515154,0.02536137,0.02557119,0.0256788,0.02578586,0.02589292,0.02599998,0.02610704,0.02613868,0.02616991,0.02620114,0.02623237,0.0262636,0.02626847,0.0262732,0.02627794,0.02628267,0.0262874,0.02625684,0.02622597,0.02619511,0.02616425,0.02613339,0.02610253,0.02607167,0.02604081,0.02600995,0.02597908
8-May-19,0.02433255,0.02449999,0.02445185,0.02458637,0.02476573,0.02517821,0.0253592,0.02534799,0.02507547,0.02372865,0.0230943,0.02292546,0.02303516,0.02327565,0.02357299,0.02390478,0.02424538,0.02458145,0.02488198,0.02518233,0.02539355,0.0256038,0.02581405,0.02592405,0.02603349,0.02614294,0.02625238,0.02636183,0.02639064,0.026419,0.02644736,0.02647572,0.02650408,0.02650897,0.02651372,0.02651847,0.02652322,0.02652798,0.02649676,0.02646536,0.02643396,0.02640256,0.02637116,0.02633976,0.02630836,0.02627696,0.02624556,0.02621416
9-May-19,0.02354084,0.02438035,0.02435617,0.0245041,0.02470134,0.02508754,0.02527958,0.02522356,0.02484674,0.02342092,0.02276088,0.02258366,0.02268035,0.02291611,0.0232011,0.0235257,0.02386856,0.02420566,0.02450735,0.02480862,0.0250205,0.02523139,0.02544229,0.02555341,0.02566284,0.02577227,0.02588171,0.02599114,0.02602043,0.02604882,0.02607722,0.02610561,0.026134,0.02613899,0.02614372,0.02614846,0.02615319,0.02615793,0.02612954,0.02610078,0.02607203,0.02604328,0.02601453,0.02598578,0.02595703,0.02592827,0.02589952,0.02587077
10-May-19,0.02382404,0.02405608,0.02421985,0.02438591,0.02460733,0.02501246,0.02519202,0.02513559,0.02480749,0.02348313,0.02288594,0.02274293,0.02287079,0.02312207,0.02341742,0.02375802,0.0241074,0.02445535,0.02475644,0.02505708,0.02526912,0.02548019,0.02569126,0.02580056,0.02590844,0.02601632,0.0261242,0.02623208,0.02626172,0.02629004,0.02631837,0.02634669,0.02637501,0.02638019,0.02638496,0.02638974,0.02639452,0.0263993,0.02636818,0.02633668,0.02630518,0.02627368,0.02624218,0.02621068,0.02617918,0.02614768,0.02611618,0.02608468
