TradeDate,0M,1M,2M,3M,6M,9M,1Y,15M,18M,2Y,30M,3Y,42M,4Y,5Y,7Y,10Y,12Y,15Y,20Y,25Y,30Y,40Y,50Y,60Y,80Y,100Y
2019-01-02,0.00515126776199,0.00515126776199,0.0054202209045,0.00582686324179,0.00713939110584,0.00818719290573,0.00911795310831,0.00991902574485,0.0106831752736,0.0120653654574,0.0133566643058,0.0146029148773,0.0157389110609,0.0167639222065,0.0185504171233,0.0213428444465,0.0243112791993,0.0258803662095,0.0277998564407,0.0300292426209,0.0317515436179,0.0328051443829,0.0328045346604,0.0328045346627,0.0328045346636,0.0328045346638,0.0328045346638
2019-01-03,0.00467915098744,0.00467915098744,0.00497323469877,0.00540671155758,0.00676920549295,0.00786817534898,0.00885816704753,0.00971461255376,0.0105269154733,0.0119833334609,0.0133253262763,0.0146056921804,0.0157636497488,0.0168017456656,0.0185920938699,0.0213634656536,0.024306105043,0.0258660321954,0.0277689120357,0.0299695475023,0.0316629037425,0.0326782696401,0.0326777391816,0.0326777391836,0.0326777391844,0.0326777391846,0.0326777391846
2019-01-04,0.00479221907693,0.00479221907693,0.00509014561563,0.00552468587565,0.00685167631403,0.00790002652512,0.00882805412691,0.00962109912665,0.0103693979884,0.0116964475724,0.0129220043056,0.0141048745147,0.0151901742867,0.0161752077197,0.0178939924237,0.0205886837492,0.0234745119304,0.0250138623725,0.0268581198816,0.0289609592425,0.0305864844215,0.0314532972214,0.0314528357225,0.0314528357242,0.0314528357249,0.0314528357251,0.0314528357251
2019-01-07,0.00685828596127,0.00685828596127,0.00716006258648,0.00759116410684,0.00886364223603,0.00984334673226,0.0106876669304,0.0114095978744,0.0121296618498,0.013472251064,0.0146883564485,0.0158284854207,0.0168346350026,0.0177091468006,0.019140767055,0.0213216670616,0.0238657429382,0.0253538560093,0.0272596698403,0.0295508407706,0.0312749100326,0.0322959935092,0.0322955920051,0.0322955920066,0.0322955920072,0.0322955920074,0.0322955920074
2019-01-08,0.00743941771137,0.00743941771137,0.00774466286509,0.00817111850861,0.00939662561104,0.0103266875484,0.0111153119953,0.0117986432994,0.0124908646224,0.013784776754,0.0149807689105,0.0161268787047,0.0171590207805,0.018069289152,0.0195667561657,0.0217698700873,0.0242117386168,0.025592657818,0.0273273299117,0.0293674139892,0.0308993026476,0.0317718755729,0.0317715262644,0.0317715262657,0.0317715262663,0.0317715262664,0.0317715262664
2019-01-09,0.00745134361366,0.00745134361366,0.00777335981598,0.00821081032421,0.0094443352223,0.0103882221919,0.0112043439378,0.011923537083,0.0126543682121,0.0140207541628,0.0152911806723,0.016517091304,0.0176310815673,0.0186231697585,0.0202778095068,0.0227392812215,0.0254510941987,0.0269660595062,0.0288645828831,0.0310888192907,0.032745869457,0.0339138049634,0.033913501065,0.0339135010661,0.0339135010666,0.0339135010667,0.0339135010667
2019-01-10,0.00781658930592,0.00781658930592,0.00814900769862,0.00858775180882,0.00980563191615,0.0107439975908,0.0115606239928,0.0122984346313,0.0130646794612,0.0144928565717,0.0158152497408,0.0170900591832,0.0182511798909,0.0192891721045,0.021032099184,0.0236402828162,0.0264879623832,0.0280580518269,0.0300118756349,0.0322695383767,0.0339258084511,0.0352506594446,0.035250395053,0.035250395054,0.0352503950544,0.0352503950544,0.0352503950544
2019-01-11,0.00858357368398,0.00858357368398,0.0089065770603,0.00932089715267,0.0104596842475,0.0113442057877,0.0121256374741,0.01287082962,0.0136539131953,0.0151165859414,0.0164771070655,0.0177776835944,0.0189448038872,0.019969147252,0.0216223956002,0.0239855333228,0.0265608855654,0.0280021679962,0.029813452123,0.0319441790114,0.0335344273606,0.0347675522477,0.034767322227,0.0347673222279,0.0347673222282,0.0347673222283,0.0347673222283
2019-01-14,0.0073713064152,0.0073713064152,0.00772988464782,0.00816618910415,0.00935176243049,0.0102879705318,0.0111198275268,0.0118673993767,0.0126527832123,0.0141515271371,0.0155698659742,0.0169222824556,0.0181147318904,0.0191358546095,0.0207217582302,0.0229129413778,0.0253028448793,0.0266618374501,0.0283826539687,0.0304522684894,0.0320416854678,0.0330787677924,0.0330785676744,0.0330785676751,0.0330785676754,0.0330785676755,0.0330785676755
2019-01-15,0.00596689467819,0.00596689467819,0.00635964351426,0.00681835963163,0.0080712809654,0.00909914474988,0.0100371116235,0.0108458425716,0.0116679921759,0.0132249899554,0.0146843665699,0.0160627301938,0.0172698043628,0.0183018865961,0.0199231746337,0.0222282142886,0.0247749483605,0.0262256807823,0.0280566047249,0.0302414187425,0.031899309199,0.0329546254881,0.0329544513854,0.0329544513861,0.0329544513863,0.0329544513864,0.0329544513864
2019-01-16,0.00513939589183,0.00513939589183,0.00555326270721,0.00601958906506,0.00728482067976,0.00833004618348,0.00928990877487,0.0101165339234,0.0109270698291,0.0124554969029,0.0138966148084,0.0152672386762,0.0164770842731,0.0175173992705,0.0191499787095,0.021481097704,0.024026863543,0.0254570090121,0.0272175330382,0.0292739087114,0.0308399753071,0.031742676312,0.0317425248427,0.0317425248432,0.0317425248435,0.0317425248435,0.0317425248435
2019-01-17,0.00499792353186,0.00499792353186,0.00539208690343,0.00585088630775,0.00711969281403,0.00815566752039,0.00909807175863,0.00990447212107,0.0106855106875,0.0121352751035,0.0134968420503,0.0147926652692,0.0159427495535,0.0169412122573,0.0185444997797,0.0208863688801,0.0234423782575,0.0248684618087,0.0266058985305,0.0286181463796,0.0301546725828,0.0309739384114,0.0309738066331,0.0309738066336,0.0309738066338,0.0309738066338,0.0309738066338
