,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
2003-12-31,27.735521077690418,54.020213993464736,63.35983513260936,67.0557689312541,76.62407034034553,95.10618216761496,106.43220498570653,119.97934328145602,128.17514740089672,177.59626793786185,203.25739249775575,235.53828806320607,267.68547077213566,305.63749847369746,350.9958752432954,363.74385402136323,362.30392175659017,363.21603165674634,621.027154064172,439.3500371823124,429.74491944302554,1174.407577821287
2004-01-02,27.058567120956187,46.30440849053505,62.91155389531319,66.21461970481954,75.94595431731258,93.82873573109143,105.03585563310837,116.51418455939971,125.75497780354898,173.39029326067222,192.88428712504808,227.07590787705405,257.2784090343726,293.8248864893391,338.20194309152265,353.70364388895507,348.45524179244205,353.9440052980428,604.5965289431152,428.1305277054463,419.1923233548988,1157.388685902898
2004-01-05,27.552915106065115,52.261246017414614,63.019909167342064,66.20145836957087,76.07857836330274,93.62282419523505,104.49331228454244,116.32482936553173,124.36106405934636,167.91309198090815,186.99912480397794,217.75059154248677,244.80289498724244,288.2407256035967,332.1264966562553,347.4707848909248,342.1096426345879,347.1477105173865,573.5100263175282,414.3556246266132,409.66047800587904,1139.3716190491475
2004-01-06,27.53795876454876,54.28957021753841,63.37301775241677,66.76812332930824,76.50398019718062,93.91905622434514,104.82600684964318,117.19738560908387,125.06631799524322,168.0600687938718,189.03626069378507,225.16409525514015,253.23672286206923,290.98111680364934,334.8299558081197,355.09044540347895,344.4949222966101,348.99001115306515,559.0357499542462,410.37803791055103,408.71084690187763,1098.7050403712633
2004-01-07,27.400625230713388,54.256476369991894,63.200224992635675,66.26237153032746,75.93359235427315,93.08878741566072,104.81522715332322,117.76668313054802,124.8020422403952,167.69810378661424,187.702536984992,221.26931252558362,248.80601930967677,285.69697841503984,330.1056706335461,351.16733820975327,340.2042029657457,348.3424200111834,556.8821838428292,410.29449685339756,408.9252302684384,1055.7503905452138
2004-01-08,27.297564345559167,54.5978949323212,63.859626953894576,66.62401315381875,76.00364583611622,92.40715679692788,104.29175217658032,116.71694889633592,123.36842495150286,166.90906193434833,186.71357172336047,217.03825322334535,246.42329979286848,286.7956545342261,325.2105729135974,346.74995021934006,335.7910161387597,352.12008289052227,547.1252487592113,408.14502804555457,402.92216436435757,1039.136751886565
2004-01-09,29.105773560992475,54.51979886032099,64.70590496132705,67.61717325430759,76.86459790414959,93.78074555290002,106.34255441347693,120.43003170713098,125.92549838596476,170.46863345554746,195.9581250205801,226.5969561966766,257.0607422578851,298.4575942383925,341.7664878024688,360.4589958706879,346.0154732336568,361.2800899450767,571.1148381029673,419.027739347177,412.29214164940004,1018.4124297108137
2004-01-12,27.44427146867014,54.14286016237957,64.14229981257861,68.34741793744631,77.43648150581096,94.22149040979478,107.3140843676782,120.00157374268571,125.76424970702921,170.63147690705372,192.93309873887335,227.67810384567176,262.45956827513675,300.66475739634035,340.3282874594513,360.389964512958,345.6158486884532,359.8824745450673,573.0912650509135,418.0883593733025,411.54360735634816,1021.090098160045
2004-01-13,27.946748625691825,54.57862334282761,64.67988175937005,68.89414449530953,77.99793361753765,95.12453541267843,108.40803706407299,121.81784288353245,127.5175384028802,174.7491663890193,196.6781673856991,231.23188654798165,266.78641417447955,305.7791962321621,345.6279451008358,365.07302940499693,349.0522487090324,365.00914319814143,579.0517770792534,422.5871653333461,414.9209711346931,1047.9011568088797
2004-01-14,28.12085318824526,54.71132370324867,64.15454860423907,67.86868313923947,77.09956798383338,94.02128667319734,106.82490516905217,120.32359062913397,127.22974484803956,175.4341242849962,198.0521690594346,231.18765131870367,266.0607829538998,304.8838099722487,344.5650803611969,364.9772658786453,347.00487254135714,361.3661500450669,579.2130676516542,420.80525979301797,409.9028315680372,1097.7446405560847
2004-01-15,27.040002465576308,51.733809188649346,63.21324214091802,66.77906046604308,75.95633360742856,91.26245152738855,104.91155866914171,117.86092152786868,125.24109373630915,172.3626966488825,199.74156635830204,223.1242602867921,266.5182589798956,312.4271577355106,341.15331890511135,359.77561161796694,346.10655885899655,358.48214295326954,572.3492555081586,414.05198217276853,406.9364939425552,1075.6786641248902
2004-01-16,26.230392146223227,54.072029264970475,62.81933814421117,66.57774016690483,75.51479435884083,90.61297611919052,104.18560392596933,116.54104693988297,124.16833870378385,170.0013853062572,194.1926476254049,222.7991169139295,263.2635827865368,305.720309018387,335.2585352142243,355.3728930552362,341.6109071040101,354.1059710320612,566.0955945141619,408.8761443008816,401.34535551508606,1071.8133428181927
2004-01-19,25.85480794407656,53.01144440608337,62.89673087348137,66.60619021938108,75.73315504006,90.6647638557649,103.7213768214573,117.15931480924276,123.49104947222811,170.29073448490607,198.0018811312363,222.86298258435673,262.82507954232864,304.96565497979464,335.2374769953882,352.91555424801686,333.09093088683437,351.56223491778235,561.9157903766546,406.5935269616787,400.8949844600369,1071.8133428181927
2004-01-20,26.237928913228366,52.97896578932732,62.99809954989169,66.67130327522825,76.08230299678505,90.76405770513962,103.72970126243641,117.42425232728029,123.4893689442002,169.55787951960664,193.17107805725735,218.70376859395355,258.7947015184402,302.395894422624,328.80421103934935,349.4604942340118,327.4746116292787,348.6954595019263,557.2182461560253,405.20150062258375,397.94968182306087,1117.8586236822487
2004-01-21,26.241525834649504,53.24688116078097,62.83459784360763,66.44571377150388,76.03090203394204,91.17754640412018,103.90434335191772,117.92787203336984,124.01510124756172,170.01452775357484,192.288594730871,218.56287133862486,259.6346210198729,300.8040934840603,330.4997357991486,350.8654539252015,330.4792984538246,349.2703690368104,558.7770377830244,401.19646032014634,396.9924432147739,1152.1261055797156
2004-01-22,25.89840824845052,53.408981652741765,62.704269630307984,66.63201176121076,75.83143478600547,90.56693514088502,103.97324063595751,118.75890500131992,124.59063503442493,169.72802278929018,198.10401265274382,220.69513848455225,262.6826339565847,304.24175174180783,333.1737941607717,352.5441053280562,332.045428617694,349.76381901423036,552.8579423993185,405.23500232077373,401.8017928029605,1103.3876463086558
2004-01-23,25.268538097009056,51.56714502694867,62.46932094943295,66.19543744942912,75.66045913476594,90.06861543069277,103.1570484032359,116.9642776805019,123.2403296062788,167.22913124191683,191.50170553265713,213.4448277963367,254.8367815991437,294.07583261451174,323.41612821438133,342.5608697752341,323.1166133789676,338.86096988865893,548.0260084984893,395.8277161975977,389.3239450182581,1111.8389267610632
2004-01-26,25.72731687472919,52.18501748382747,62.238203592443995,66.56138303917031,76.19009580089028,90.59595876144674,103.36378820098318,117.2293632995552,122.50139022525087,165.57169834570652,185.46708603078082,211.2476950607206,249.35245938921074,292.63980026223794,321.53429682546505,340.20081617180546,322.0652991815455,337.9600645778799,543.9500235597045,394.8068299810361,388.30135282457917,1083.8923767642711
2004-01-27,26.661202678900732,52.34694513176154,62.934693109423065,67.15279149253249,76.44182713736932,91.21187476436208,105.1678375523908,118.49614300992043,124.7943612319326,169.07090084319438,193.41118556738277,216.1770097282414,257.09013735863095,301.11816251770045,329.962362139152,347.3845159149346,328.5858642257579,345.93416957383266,559.8298215354181,403.36349927432013,399.20272204942984,1067.8072268322198
2004-01-28,25.77825404833025,48.93954629482825,61.48750375248137,65.31315123625458,74.69510908888473,90.02819403911285,103.0021230969728,115.93824539383051,123.10632211534761,169.56452182677845,190.53516941123883,211.89894819624305,252.19524314672958,297.0629425189829,325.59899908912547,340.4544176386842,322.6678350733794,339.3045140812065,561.5912058175368,409.2561374188233,395.514544074265,1110.4015334218943
2004-01-29,26.160777877552547,51.90164709945233,61.763936368624705,65.95817648911076,74.6280059998752,90.54918506319042,103.64346556297126,117.28210439564214,124.94517010668974,173.47542353517298,197.11089749260373,219.2038702126524,259.82234800624866,304.6525564887533,335.89025644105715,346.66313144835993,330.33278882483256,342.4245862962458,579.727640483716,418.1203450492683,404.4127465056498,1131.6388266392419
2004-01-30,26.981539478729808,52.37683775532885,62.298857034710984,66.5766913279409,74.70283458727829,91.67613923539218,105.74525626199465,119.1049914948213,125.1467581036901,179.02093680018336,199.8424872494745,225.97587572018958,266.7232746283545,309.49745499127397,341.4836637303624,356.8829560052505,342.1603394876956,349.1714820616371,589.1797991492824,423.2064783860694,414.8936697932047,1152.5070292669825
2004-02-02,26.410785614168436,47.25185673183628,63.59737356884586,66.99260884438635,75.50834184779477,92.45646418344516,107.05791014645166,120.5296115389352,127.06989717034796,181.44272594977355,204.61647693188453,230.83825469387762,270.50857369035447,315.4912938906698,348.5105538531287,362.2985912749603,343.8046801105627,352.4638706715487,592.5414951071557,425.608204009258,426.4069916885939,1151.4988607188998
