,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
2003-12-31,49.17552989065563,31.21739959716797,74.93818514311533,79.62836567408316,94.04779395611074,102.14511077693722,115.33609896683399,158.18496408998897,152.66143024264122,144.99536888996596,192.31556322476968,241.9958993612357,173.06017920419498,339.83331298828125,216.1269757086564,189.59920980560594,246.84434282290206,127.90098465727235,,161.22297564413162,299.7556428800771,735.0429077148438
2004-01-02,48.80083372309003,30.95599937438965,74.46805206264405,76.55223561383379,93.80138787551218,101.87657313533013,114.27763470860033,156.65668121129548,151.26573247665888,144.4964957787259,184.5108670437088,237.30040924587823,171.41975483238102,335.07379150390625,215.87332393418325,187.82565747945702,243.5526648760546,127.65403523557673,,160.809672520032,297.47229005785346,717.8472900390625
2004-01-05,48.69944854759941,28.785301208496094,74.34281018945269,76.3771752393951,93.40969595958275,100.43107720477205,114.01557155727608,155.54958306771303,147.0645580114707,142.96919474159688,180.093591133005,226.99313609299372,168.0135380037729,316.78759765625,200.37359552196307,186.89009920012418,230.56818053484915,126.500745437295,,158.85498499038007,285.06520658705335,682.1112060546875
2004-01-06,49.69182374938581,27.838701248168945,74.88353019525043,79.2371930409303,94.02667651075757,101.04509834858578,114.11371777345398,155.07476681088482,147.00110780410301,142.35439268361407,181.45623107277652,228.207957669199,166.08903344737286,317.5780944824219,197.24960914404062,188.72341595353393,232.75074764557402,127.33539766500175,,158.00120529845074,284.337605863614,661.3348999023438
2004-01-07,50.211165175067286,28.02189826965332,75.40816207543514,80.21726332680014,94.60828701634992,102.38727338022068,115.10378114104228,155.1474563739731,147.660548329026,140.42449150412466,183.24534133340757,223.76597835332626,166.55256616349044,305.6624755859375,197.76193577270087,188.29416329064176,233.20342939488393,128.80966078718103,,159.62965441490738,282.7877484770216,659.5198974609375
2004-01-08,49.828516171422024,29.82090187072754,75.01106886777151,79.94529719813447,93.94304595916967,101.87198255167077,114.86389107674907,153.67018483463053,145.13793748049247,137.6333242108423,179.2325326059006,246.3787571419715,164.69177808962962,305.7215881347656,196.29314474167242,184.57525396736918,235.37137343978694,127.34039163407782,,158.5706050340426,278.7416379558052,512.5706410356148
2004-01-09,50.59116736106035,28.84260177612305,75.94012974114675,84.02158441125565,94.92154827516573,102.1992391177283,116.26671397079929,154.53514246414665,146.0291817416925,139.16251911033376,185.36617091216038,230.13559609887986,164.6686970726917,316.3307800292969,197.21208808972102,187.1879454845424,238.1452271269778,128.12591686918324,,159.5565970883392,284.4690176493695,522.8384520773269
2004-01-12,50.88050143581734,28.690900802612305,76.25336723760982,84.21950493911812,95.1726319453277,102.66893103126087,116.5894550174874,155.24645477481917,147.55461595534544,139.53585436617075,186.99211822879306,224.39150279815456,164.82711358599863,316.31329345703125,202.71287248353272,187.66814374747804,244.61516377516773,128.4287171859775,,160.4764067497907,287.1733872027035,522.415626829147
2004-01-13,51.35368334407823,29.125,76.78898068103103,85.51656433351683,95.92989404066691,103.19018474471089,117.48706138122387,156.90191117022584,150.18361228661465,144.88303003539232,190.59120215907427,236.30558956455693,248.5702636059636,322.48321533203125,203.4611360836035,189.0288092108132,246.7034190629709,129.0635115757975,,161.14016446829007,289.7119427956304,524.7413612413516
2004-01-14,51.31099633638591,28.220600128173828,76.66622922288987,84.7918591866321,95.58730957013202,103.26774164714045,117.28220895076885,157.49362420444027,149.67691009575051,147.5936673393058,191.82613327515222,243.09288414939317,251.39963621488042,327.73858642578125,203.04496429844045,188.56718708406268,247.63872638896038,128.78139840676087,,161.38089225608778,287.7864031055236,530.9351366453675
2004-01-15,50.18876099104034,27.99009895324707,76.08560830830218,83.07218642222333,92.28000666016389,102.29588108716027,115.74213638139094,157.99139822570336,147.44080953203468,146.60119512975055,188.45092954671065,235.94442220908016,251.06215100923637,334.334716796875,197.23447985988753,183.56745249568817,257.6031092806624,124.15007544367077,,156.59797496493982,291.91726251239044,533.3061475418806
2004-01-16,50.32880354655559,28.808502197265625,76.15255741152255,82.54908042905686,92.43764982557799,102.33251709215529,115.5452496567281,157.41875307117502,146.84981825401135,146.34625267648178,187.35875225067022,240.85094561133968,252.8356775726664,299.04779052734375,197.05090671069814,183.18965615288855,251.8844279848008,124.05901575408802,,156.43139517347504,291.00652412848603,531.8186884182174
2004-01-19,50.32880354655559,28.808502197265625,76.15255741152255,82.54908042905686,92.43764982557799,102.33251709215529,115.5452496567281,157.41875307117502,146.84981825401135,146.34625267648178,187.35875225067022,240.85094561133968,252.8356775726664,299.04779052734375,197.05090671069814,183.18965615288855,251.8844279848008,124.05901575408802,,156.43139517347504,291.00652412848603,531.8186884182174
2004-01-20,50.55854310025281,28.011999130249023,76.4276479677691,80.93765015668286,92.3647548224839,101.90283534680017,115.32402377032744,157.6816648283635,146.85314039805414,144.78679732817167,182.9766625911575,237.47941061809567,252.53956272128514,294.2120056152344,196.9169897157986,182.4898834473156,251.22335499638535,123.97451527524713,,156.50561182752122,290.0274196313394,573.8108900130798
2004-01-21,50.69777367338388,28.47920036315918,76.57521164871503,81.85595715399074,93.08399751231238,101.79864808682716,116.11263348955647,158.1972904290567,146.81743718307453,146.04131356646323,183.7415501230828,230.88732040054248,254.58440021473936,295.71319580078125,197.66699317009713,183.05025098569482,252.91585787402187,124.60560966617989,,157.0754633351309,290.9759323440872,550.1395897967315
2004-01-22,50.63478865402513,27.625,76.5140144882032,83.25795922556041,93.02249500718926,101.7278732695581,116.2622125104195,158.84144716380925,146.74970106508974,146.7046413871355,186.46748893041737,232.47459021439929,250.78211329276004,299.66229248046875,197.60687945067744,183.96432122449346,253.2409152982652,124.5406002221267,,157.00036019791793,292.5301867960818,545.7949381563899
2004-01-23,50.39560513339823,27.7677001953125,76.22647599545202,81.24786649269845,92.26222829121787,101.43425261257421,115.56410645425147,158.19836142303467,145.9442595116617,143.42502329121115,181.56769743214238,222.40021251807386,251.30157763619115,297.6371154785156,197.16881709845356,182.3552283681084,256.4432710284818,124.17061183597461,,156.60185210634938,292.5645424619272,551.3228089840692
2004-01-26,50.07871149411553,28.48280143737793,75.88154048102648,78.88861297048979,92.36981457323505,101.84860751265616,115.33609454215132,157.8818692996375,146.11641921859757,144.1466022615377,183.87495459662264,223.45042123272532,249.85711116113626,296.0606994628906,196.73675342938608,181.54420851132483,260.16477041931256,124.80540614426566,,156.8101100066626,300.85577908287155,558.05458956963
2004-01-27,50.27019636197866,28.708999633789062,76.09729154623223,80.16869063353894,92.70834750686716,102.07343832328102,115.84380089031383,158.10732480865795,146.91265445940357,145.96862471784783,189.4316589783971,231.18071117849234,251.6254154817888,305.5352783203125,191.91336933103554,182.43927876968957,260.7980709899867,125.03616333786741,,157.03845486155453,303.0165803854647,553.375725129955
2004-01-28,49.98735990835808,30.180000305175778,75.64780169459469,77.27847387922272,92.42931146872165,101.76967703524686,115.07541895880749,158.26064637416874,146.39260504419414,142.48470526889653,186.8917608206397,226.00056128268037,262.90754435113274,301.20050048828125,195.54904434367035,180.6715044415639,273.20520712077735,124.72772214222077,,155.83699196699447,303.3836410472446,576.4332546991168
2004-01-29,49.53480543380176,30.132099151611328,75.16204677241339,80.54314901536885,91.9272469818892,101.25359842020903,114.68934627435753,160.38369938420573,146.79586641608606,147.75197753168158,192.84449713652816,250.18418327932557,271.09015276505676,367.7536926269531,199.04544600312613,180.65997167850185,275.496460711269,124.27154774084396,,155.37003199165383,307.2849900080035,591.6277442505474
2004-01-30,49.95859638338471,29.737100601196293,75.64156312881607,82.43265102120793,94.0560873859098,102.67897963689825,116.0277753588906,166.88536290199846,150.9096102974349,150.4777523875134,192.5544528930332,244.62717857551067,287.5129086283329,346.8756103515625,199.13381947299374,192.43128863212027,270.45722848431376,122.29911136187894,,152.4579237305438,315.6854536834003,577.2918797672304
2004-02-02,49.690433352200905,29.589799880981445,75.97665605313682,81.86262195538218,93.96435226329277,103.4285425486495,116.66488357295887,168.771648199179,152.78728310881206,152.31545035474284,203.18868452081892,253.33094783743385,296.43971487848773,376.2839050292969,207.14749745928967,192.46908679491898,275.1222142209674,123.17331698409592,,153.5876772734977,329.6693386097422,575.6341007342119
2004-02-03,52.38678787218809,28.186899185180664,77.46057058689308,83.08838971867561,94.99125525117306,104.19797288512382,117.95480532489253,168.06017214410517,152.98811719384327,151.01897775787884,202.88833912082646,249.04280163590835,291.31254065721436,390.7637023925781,207.61977591781604,193.6327924267507,276.7795281724011,123.52224242944072,,154.02328641126243,333.61557929674865,561.0041850752634
2004-02-04,52.188268605546206,27.876699447631836,77.24972454346042,82.73182733921999,94.82993249915604,103.97384085092388,117.70694071705093,167.5576274360749,152.6494611008676,150.3412149194107,203.6186376095541,243.33270757017706,294.9935258260039,395.202392578125,205.33354170656244,193.37610989601515,277.58438732118276,123.34403369376372,,153.8698944386592,335.02167778179455,577.035376489082
2004-02-05,51.94467595729368,28.630399703979492,76.90191435033933,81.44173514703941,94.3713730374912,103.4570518616321,117.2277037105183,167.77762162426058,153.21898137046267,150.8148012606696,210.00782515206888,247.53328981081148,305.06845743039264,431.5741882324219,205.62958644533617,192.47981206555363,288.85634224597476,122.79900657086495,,153.82027737259094,333.3692092340187,591.0555064528734
2004-02-06,52.60780872800375,27.416399002075195,77.65037179705506,84.00582758091967,94.89398572349054,103.82473639179928,118.5714338639632,168.15042349400233,153.99139424383574,152.297762949429,212.40551041482445,260.03603390601245,297.5511020494243,427.3306884765625,206.11272385088793,194.0139798907733,280.3896850251847,123.30562633786178,,153.25134346348912,331.5799730612971,559.5252076143825
2004-02-09,53.009198521232605,27.400499343872067,78.06784053788886,84.67158237863877,95.32257831487303,103.39591124850446,118.60783606724189,167.28873087599396,152.82924396749905,150.76335953024136,209.12317172854958,256.08198441439765,288.9437432098548,373.698486328125,203.5148646034621,194.62777687795165,280.5232386164812,122.67108720546433,,153.01877370071625,324.03304078148915,563.1833007636751
2004-02-10,53.19895541209877,28.22760009765625,78.22100981695323,83.97213627722502,95.42420378082413,103.68232050375119,118.62075428052749,167.39145178038945,152.94465310460527,150.13145395922473,211.0988701143075,256.73001752484305,294.5151670977335,400.21820068359375,202.50892404086545,194.13455428576248,282.66835706058947,122.69981844205951,,153.6399838119091,328.2951833959533,587.8405748823617
2004-02-11,54.26136583632602,26.517501831054688,79.31577193570811,86.39963250407804,95.624999001663,103.94512319876341,119.12336488347259,168.40636371817757,152.95887830882222,150.4643198141374,212.12986414507424,252.31559479633935,281.7702084548555,398.101806640625,203.20480607343666,195.14125393625267,283.4936304836988,123.3038550267598,,152.08957843710334,325.3907513605288,569.3180766216101
2004-02-12,54.219121449177784,27.68549919128418,79.83320195052896,85.42643670162163,95.85508492972663,104.31722685067119,119.14488682546194,167.4660290363379,152.23587449529325,148.57634777277667,206.38827390034226,239.04118846037537,283.5915771240159,416.59442138671875,199.54276668177525,194.65130641834887,280.4690130276568,123.62263103821448,,151.69925888769646,325.66605365923476,580.50283885518
