,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
2003-12-31,29.3961917007091,43.82973834472006,45.372879015723946,48.650805338306526,55.402444069378404,66.75107817846283,72.20240117221496,101.30683132847554,109.04992285469987,139.34791928431332,184.82176021335337,257.6204219623849,305.4497654067532,320.3525033088289,492.64948290494857,471.82152618990074,804.5538266280614,1029.8353606421972,1378.2663316603023,1334.3775273467768,898.1062394939848,4071.7396640476422
2004-01-02,28.372525179532627,42.27690748268965,44.75222356955568,47.745723179018476,55.604300266365655,65.76752751406235,71.28469719962091,100.78384939495852,107.45314151846345,134.971565946896,180.37123075421792,253.72426701865075,291.178368922277,308.8127465619863,478.3052631581447,460.29705328931254,786.0708901125297,1016.1195515372073,1362.5437473240906,1312.2910619991333,879.8579101022004,4071.316493208771
2004-01-05,29.490507478863513,43.10058078422242,44.34207064280379,48.4224528426257,55.755339981451016,66.19484237268297,72.00080426708631,97.99110881257705,106.23831541793852,135.78664636217954,174.9584618256296,249.9865026924625,286.696005559277,298.91810642392454,460.30203228119416,451.10211217501745,779.1446308332776,1006.7585075403404,1338.5872469107744,1269.25527077234,754.0194795606791,3981.9354147805752
2004-01-06,29.500343661637064,43.62470488524665,45.210587780076956,48.19577328694296,55.34535420903741,66.03636219377141,71.49574837926868,98.04340866997569,106.57182145460571,135.3927803949425,176.99831433609992,248.51101554106086,291.1359795351759,298.3568714662177,453.0226471628495,448.60124185518345,771.2383249625732,1017.1051329276064,1318.7982760079308,1250.3455757560102,741.9737385432755,3899.8116521214597
2004-01-07,28.83234704754117,43.30208297235881,43.81435073911421,47.78527164289773,54.873311194001964,65.5120343870969,70.90023067373268,97.67819735461988,106.38257042261306,134.89784533364625,175.9358426397558,229.5737868847817,288.4365940430583,291.0658710758117,435.51035498949915,434.0189718505568,746.5980987362786,1008.2571486804618,1319.2570370732576,1240.6473945786938,735.51283897555,3621.515370781384
2004-01-08,29.52571526723418,43.515598623179656,44.621386883191924,48.00452439938545,55.14014300946175,65.97096256722095,70.5294259577664,96.08840926699169,103.99742699916935,134.26558537377255,174.2267211224164,230.21506128542129,281.63193255576283,283.2660856547704,422.20691121915866,408.3047134592654,724.7672511698321,989.8121539016391,1296.9729169774155,1217.5688705061116,730.5822965140562,3486.5028351596666
2004-01-09,30.140749437829957,41.22052942766589,44.63589373292444,47.978940270147085,54.41747140398076,65.42611807198728,70.41126850121455,96.31713459599678,107.36404144613114,136.23057544005687,182.8657484654589,235.31553521477605,296.2449560698186,294.35916393717696,430.29321467267897,427.2502865728585,743.1794676817137,1004.4399209063342,1314.3426912559107,1240.7017093358804,732.9047417745386,3536.5819788142
2004-01-12,29.203592903422788,40.72865917282772,44.21290187829235,47.958842631434855,54.78430883429304,65.59157190945554,71.17482769480706,96.71413791259798,106.95877591688767,135.01782738424396,179.81398429898695,235.10516539919385,292.09193184656783,294.7421105632268,425.7157090928429,414.79625071414057,730.5764079088744,986.8955654696655,1304.3769910021856,1247.9262479200972,720.0853406267292,3640.18735409533
2004-01-13,29.54294091937826,41.33222012805388,43.41592250135147,48.24510696638901,55.051386689133345,65.89677183318264,71.37654760737504,97.37674435070471,108.30390468852937,136.29147625562285,182.3448278761853,239.33787294004836,295.52354060702953,300.130132682231,440.05025613304883,424.25934626912164,732.34497864033,991.0719258035498,1312.8967045117092,1236.1970662162882,710.9174303089993,3689.7969340589175
2004-01-14,29.206330523752047,40.443818478213856,42.68315980759488,47.697071986764975,54.15456557014476,64.79164527326955,70.69978049855835,96.25457614595294,106.88381790586281,134.20440203760498,179.54833330630711,235.60894411824415,294.19702164394414,285.01256087924617,439.13225746408995,431.8535547790662,732.0630570783195,984.3059169280957,1291.0306919634309,1213.6241004217866,754.7595491371137,3784.129801560875
2004-01-15,28.5590353420213,40.45340183264194,42.67162522930759,47.14672927140342,53.202340892195075,62.8923172092429,69.1797435588247,92.55871251357654,102.48460054425627,134.64150767491344,180.40927930534656,231.8036560246383,292.603786898248,285.1469620826428,450.83234019796885,424.2299890465978,726.6855493684849,984.5026819521026,1293.0735255866305,1210.4054133096517,750.6473363596938,3769.8982696071794
2004-01-16,28.17982045455167,41.542933081280175,42.05522415537749,46.63346392799782,53.34493007739088,62.9939915818966,68.82335201385703,93.1924118118319,102.10682936637203,132.75760061953213,175.83216795585133,228.27056008339898,287.05505533137716,284.8627998137043,437.0537746320628,412.85238620035534,701.8132616227792,964.4346937401193,1287.4980351783438,1201.4222520117378,742.1788516809384,3771.855446225739
2004-01-19,28.25983476364098,41.87084752598666,42.323756904108656,47.447390120408535,53.636972233948505,62.96737630868951,68.94216991391923,92.9138895994607,103.75544773932809,132.5605306582553,177.6629176824911,227.65763693563707,285.7219226125651,284.8627998137043,429.29669273295053,412.316967614832,706.6593468483547,944.5660897878657,1191.3650345092371,1201.4222520117378,742.1788516809384,3771.855446225739
2004-01-20,28.448943138790053,42.17908363580678,43.14260833340468,47.6322228460871,53.72650134530076,63.00886942227186,68.94899549190748,92.14801443947773,102.04432524827,131.16300103243566,174.39061679178576,227.74068135776898,280.179207742506,267.26283744371034,425.4241407677356,410.1657598553973,696.904330586635,948.8692318880643,1188.5741991606617,1221.9683739834286,737.4739121536476,3955.1930051615814
2004-01-21,28.44391175562331,42.214591187170775,43.39046592463209,47.81134647184495,53.7504092956297,63.137435170094335,69.24150960804565,92.50343326394528,102.89353999496284,131.48457759076396,174.94427705255995,226.86925885282028,276.88627717679077,268.6608358847115,406.1223324113491,400.58431007298753,704.3109815893533,940.9249950065646,1183.5548311025154,1201.7462294697636,735.7730446798156,4208.37213515203
2004-01-22,28.56201348922653,41.7425204520922,43.22189170765223,47.666343958809286,53.44757440343882,62.82804410739688,69.26413256170228,92.49850598417551,103.33930008900539,132.00299523227886,176.6836295138069,229.3726308710971,278.42194121243153,267.25452176469577,401.73038277243035,401.59281190497904,710.5128743524583,947.3958316658875,1178.2514822879734,1169.6569277102499,736.6214380641079,3994.2451103719395
2004-01-23,27.352785112316653,41.59159259908603,42.96299528350232,47.30635852761109,53.274259170601795,62.491868054410716,68.63076815423811,92.1919336370244,102.32300384464209,130.36997163969536,172.4042372226638,225.4506141211712,272.6508871110891,261.7471178696868,388.2556901671526,393.38004980473977,708.708894237888,937.9340495928892,1147.1548982689806,1152.0330696962317,654.4666672415296,4167.5534777472285
2004-01-26,27.445095106880828,42.59768777362175,42.403567096962746,47.42116694126526,53.39942238163761,62.654154211349656,67.9624160621699,91.77003742380826,101.80131223469111,129.41975702538633,172.6624761713565,223.23324762526656,272.5719153045924,261.95529822514754,401.88765075154936,394.6835682677056,713.4027824608445,911.5506429796509,1151.5376777267904,1164.5436146921206,734.3382267118851,4019.424651620269
2004-01-27,28.22152042645678,43.11577670558297,43.321776570915425,47.65761386829693,53.58677407364349,62.8360409859683,68.84156290078053,93.49224881919477,104.43094235680633,132.72672889813143,179.42234741882442,225.71800531271123,285.1772602962017,270.82607639098126,410.54782519990715,406.3435959909848,724.4961410374846,922.5185702018028,1163.4637603206158,1168.879700348502,792.9841125535178,4046.8973250941012
2004-01-28,26.703783101906268,40.57435368530301,41.85306584318094,46.80465312562014,52.78557302397144,62.050481430358325,69.54808005327504,92.86022721550955,102.0147731821836,129.13068680151088,173.975605180623,222.23679417422082,274.1225347719177,263.57038444765624,407.1862537749995,402.9940125201197,716.392905058689,914.7092853478302,1154.3840079536503,1184.8487945353068,763.3765231486778,4214.958843621222
2004-01-29,28.00635627779814,42.357275859358104,42.46201001739627,47.32562709102262,53.327862289176416,63.84093117408283,70.19156937067882,96.57700527405245,105.16252487215228,131.57121048655986,180.12343220132576,230.31785123701184,287.05848320287726,275.1550593509331,431.07271019952594,415.65216609100526,738.2225131757831,941.3263342371835,1162.9686785626632,1217.6759937828886,776.1589108592344,4255.3988469488795
2004-01-30,28.40616431758797,42.31722600755777,43.45475926934939,47.72594674784911,53.2411607399736,63.863802623135165,69.77723801675634,95.99619361456764,104.04680277872501,130.22136497156134,181.85051343383526,229.27997421083015,302.8884286838208,278.41886601103704,435.8722656282208,422.68386950761175,750.3344988624889,938.4053261291921,1211.9728582291834,1228.3949583341232,826.957530948195,4348.749595743732
2004-02-02,27.533892719999443,41.80948396289823,44.39492422884009,48.170068897095916,54.004366124590774,65.08264992346578,71.59675711126184,96.75638161446362,103.15554736002528,130.8058690091477,183.4479674266776,237.81146520519854,301.9504882168046,285.5378112366831,444.14784438805884,422.66451638522085,765.9859900835739,943.3301205283656,1211.814754166604,1247.6699304357583,719.7608468940564,4360.501276192785
2004-02-03,28.86464787227868,42.73387133282544,45.25096999021022,48.81176491670806,53.99032314816286,65.26828042656187,71.20089948816268,102.19878693077182,104.78212536366,134.1225440684579,191.59822139490353,251.42957851111856,325.5613919404185,298.6620371077237,450.9273757262152,431.3611566295104,762.9499202364198,933.4021768023779,1195.4356508706767,1244.075133884517,770.353301402829,4605.633977176049
2004-02-04,28.481618380703548,42.48692595431532,44.97019728103797,48.48742226748449,53.779691819784134,65.05083847820133,70.92604097066082,101.87054649468551,104.33794963088005,134.64007739267404,191.62983181327985,247.10973920085144,320.16310202713316,300.3131917931526,451.57020007481054,429.0918438088389,731.3760850074053,922.6285670092209,1213.8513292689483,1278.423241290362,791.8145080259363,4683.024791781291
2004-02-05,27.593323915288778,41.557084955254886,44.27300080750328,47.82717105656033,53.474594500504985,64.4291764155788,70.40205858626693,101.33927282369538,103.40090341336872,133.24672615993902,191.22907546887603,246.70047749910796,319.6581254804137,297.1019311335574,473.0772219897715,428.59677207571247,739.0936935292085,922.2184955381309,1227.8131801283048,1300.7688093454237,864.9015582729783,4612.589368992837
2004-02-06,28.808349744658614,42.81504549217514,46.17786588256466,49.064072029169395,54.523646901068076,65.23637585801166,71.81161201180448,99.82982812298486,105.10507378636296,136.11961330947017,196.12906480585985,254.73686344361394,334.4810624852054,303.56441267199693,481.14510421239976,439.3209798259756,739.7571519906375,932.7668518919812,1231.8472657878997,1304.8245456629513,996.1108305801718,4626.821845523711
